time;wx;wy;wz
3,104;0,06;0,16;0,93
3,108;0,01;0,11;0,92
3,113;-0,02;0,08;0,92
3,120;-0,03;0,07;0,90
3,123;-0,01;0,05;0,90
3,128;0,02;0,04;0,90
3,151;0,07;0,00;0,89
3,152;0,10;-0,02;0,88
3,153;0,11;-0,02;0,86
3,154;0,09;-0,02;0,86
3,154;0,05;-0,08;0,85
3,160;0,01;-0,08;0,85
3,163;-0,02;-0,13;0,85
3,182;-0,02;-0,17;0,84
3,183;-0,05;-0,21;0,82
3,184;-0,04;-0,23;0,81
3,184;-0,01;-0,27;0,78
3,188;0,02;-0,31;0,77
3,194;0,05;-0,33;0,76
3,199;0,05;-0,33;0,75
3,203;0,04;-0,33;0,74
3,209;-0,00;-0,34;0,72
3,214;-0,04;-0,37;0,71
3,220;-0,07;-0,41;0,70
3,223;-0,09;-0,41;0,68
3,229;-0,07;-0,43;0,68
3,234;-0,07;-0,47;0,67
3,240;-0,05;-0,51;0,65
3,244;-0,02;-0,55;0,63
3,249;-0,01;-0,59;0,61
3,254;-0,03;-0,61;0,60
3,260;-0,05;-0,62;0,58
3,276;-0,08;-0,64;0,56
3,278;-0,11;-0,65;0,55
3,279;-0,12;-0,66;0,53
3,280;-0,14;-0,67;0,50
3,284;-0,12;-0,69;0,49
3,289;-0,12;-0,72;0,47
3,306;-0,11;-0,72;0,47
3,307;-0,11;-0,76;0,46
3,307;-0,10;-0,79;0,43
3,311;-0,11;-0,81;0,42
3,315;-0,12;-0,85;0,39
3,320;-0,15;-0,88;0,37
3,324;-0,17;-0,91;0,34
3,329;-0,19;-0,92;0,33
3,335;-0,19;-0,92;0,30
3,340;-0,18;-0,94;0,28
3,345;-0,18;-0,95;0,26
3,350;-0,19;-0,97;0,24
3,355;-0,20;-0,99;0,21
3,360;-0,22;-0,99;0,21
3,365;-0,22;-1,00;0,18
3,370;-0,22;-1,03;0,16
3,375;-0,22;-1,05;0,14
3,381;-0,22;-1,07;0,11
3,385;-0,22;-1,10;0,10
3,390;-0,22;-1,12;0,07
3,395;-0,23;-1,13;0,04
3,401;-0,24;-1,14;0,02
3,405;-0,25;-1,15;-0,01
3,416;-0,27;-1,17;-0,03
3,417;-0,29;-1,20;-0,05
3,422;-0,30;-1,21;-0,08
3,450;-0,29;-1,21;-0,12
3,452;-0,29;-1,23;-0,12
3,452;-0,29;-1,24;-0,14
3,453;-0,27;-1,25;-0,16
3,453;-0,27;-1,27;-0,20
3,453;-0,25;-1,31;-0,22
3,458;-0,26;-1,32;-0,24
3,461;-0,26;-1,33;-0,25
3,466;-0,26;-1,37;-0,29
3,470;-0,24;-1,43;-0,33
3,476;-0,23;-1,42;-0,36
3,481;-0,24;-1,30;-0,37
3,486;-0,25;-1,26;-0,36
3,491;-0,28;-1,26;-0,38
3,496;-0,31;-1,28;-0,38
3,502;-0,31;-1,29;-0,44
3,506;-0,31;-1,29;-0,48
3,511;-0,32;-1,26;-0,48
3,516;-0,32;-1,27;-0,49
3,522;-0,31;-1,33;-0,51
3,526;-0,28;-1,40;-0,53
3,531;-0,26;-1,43;-0,56
3,536;-0,23;-1,40;-0,60
3,546;-0,23;-1,42;-0,64
3,549;-0,24;-1,44;-0,65
3,551;-0,24;-1,44;-0,66
3,577;-0,25;-1,38;-0,67
3,577;-0,25;-1,38;-0,67
3,578;-0,25;-1,33;-0,69
3,578;-0,26;-1,34;-0,72
3,579;-0,25;-1,33;-0,76
3,583;-0,24;-1,32;-0,77
3,587;-0,24;-1,32;-0,77
3,592;-0,22;-1,33;-0,77
3,597;-0,22;-1,35;-0,81
3,603;-0,21;-1,37;-0,83
3,606;-0,21;-1,39;-0,84
3,612;-0,20;-1,39;-0,85
3,616;-0,19;-1,38;-0,88
3,622;-0,19;-1,37;-0,89
3,627;-0,18;-1,37;-0,89
3,632;-0,18;-1,34;-0,89
3,637;-0,17;-1,32;-0,92
3,642;-0,17;-1,31;-0,92
3,647;-0,16;-1,30;-0,94
