"time","P1X","P1Y"
-0.36481825417882728,-0.13537860142664227,-0.323954615105334
-0.33165295834438843,-0.13179782001612813,-0.32593945871174095
-0.29848766250994959,-0.13390471118787642,-0.32292460585466805
-0.26532236667551075,-0.13390471118787642,-0.32292460585466805
-0.2321570708410719,-0.13390471118787642,-0.32292460585466805
-0.19899177500663306,-0.13601160235962471,-0.31990975299759515
-0.16582647917219422,-0.13299674950255181,-0.31780286182584686
-0.13266118333775537,-0.13601160235962471,-0.31990975299759515
-0.09949588750331653,-0.13299674950255181,-0.31780286182584686
-0.06633059166887769,-0.13390471118787642,-0.32292460585466805
-0.03316529583443884,-0.13390471118787642,-0.32292460585466805
0,-0.13390471118787642,-0.32292460585466805
0.03316529583443884,-0.13390471118787642,-0.32292460585466805
0.06633059166887769,-0.1239521909313331,-0.31148218831060198
0.09949588750331653,-0.12213626756068387,-0.3012387002529596
0.13266118333775537,-0.11639752964763712,-0.28376657699474772
0.16582647917219422,-0.10855190056284209,-0.26930930659360875
0.19899177500663306,-0.09678345693564953,-0.2476234009919003
0.2321570708410719,-0.08501501330845698,-0.22593749539019185
0.26532236667551075,-0.07233860799593981,-0.1991298457596622
0.29848766250994959,-0.06057016436874726,-0.17744394015795374
0.33165295834438843,-0.04789375905623009,-0.1506362905274241
0.36481825417882728,-0.03129453920131541,-0.11660000569632496
0.39798355001326612,-0.01861813388879824,-0.08979235606579531
0.43114884584770496,-0.00895658143335398,-0.06509159760701396
0.46431414168214381,0.01156545296395823,-0.02382667757534534
0.49747943751658265,0.02122700541940249,0.00087408088343602
0.53064473335102149,0.04084107813139008,0.03701725688628344
0.56381002918546033,0.05653233630098015,0.06593179768856138
0.59697532501989918,0.07011670329882193,0.09786119134791222
0.63014062085433802,0.08068621743959081,0.12768369383551478
0.66330591668877686,0.08733291703796217,0.15027756112254784
0.69647121252321571,0.09881039286405566,0.18522180763897159
0.72963650835765455,0.10636505414775163,0.21293741895482585
0.76280180419209339,0.11210379206079838,0.23040954221303773
0.79596710002653224,0.12387223568799093,0.25209544781474618
0.82913239586097108,0.12238233840046819,0.27349038561535557
0.86229769169540992,0.13233485865701152,0.28493280315942164
0.89546298752984877,0.12481525565534297,0.30211395861653445
0.92862828336428761,0.12572321734066758,0.30723570264535564
0.96179357919872645,0.12241739668249562,0.31838715238832264
0.9949588750331653,0.12332535836782023,0.32350889641714384
1.02812417086760414,0.11308187031017784,0.32532481978779306
1.06128946670204298,0.10796012628135665,0.32623278147311768
1.09445476253648183,0.10403731173895913,0.31900414627254819
1.12762005837092067,0.09499275316774042,0.31268347275730332
1.16078535420535951,0.08202538005412419,0.29913416404148897
1.19395065003979836,0.07025693642693163,0.27744825843978051
1.2271159458742372,0.06030441617038831,0.26600584089571445
1.26028124170867604,0.05336674877091789,0.25667031452339667
1.29344653754311488,0.04159830514372533,0.23498440892168822
1.32661183337755373,0.02380015580238697,0.20908472097648319
1.35977712921199257,0.00901685931812151,0.18529192420302644
1.39294242504643141,0.00055423634910093,0.15245456885835098
1.42610772088087026,-0.01303013064874085,0.12052517519900014
1.4592730167153091,-0.01124926556011905,0.08587189648367546
1.49243831254974794,-0.0311543060732057,0.06298706139554333
1.52560360838418679,-0.04804449372921945,0.04220911747915949
1.55876890421862563,-0.06133789292596217,-0.00297861709490665
1.59193420005306447,-0.07099944538140643,-0.02767937555368801
1.62509949588750332,-0.0725244009509566,-0.05118120452604569
1.65826479172194216,-0.09213847366294419,-0.08732438052889311
1.691430087556381,-0.09849420546021648,-0.12317658873064147
1.72459538339081985,-0.10815575791566075,-0.14787734718942283
1.75776067922525869,-0.11360352802760843,-0.17860781136234999
1.79092597505969753,-0.1151284835971586,-0.20210964033470768
1.82409127089413638,-0.11363858630963586,-0.22350457813531707
1.85725656672857522,-0.11727043305093431,-0.24399155425060184
1.89042186256301406,-0.11276568290633867,-0.26327960087946295
1.92358715839745291,-0.11247471510523961,-0.27653794179417824
1.95675245423189175,-0.10615404158999473,-0.28558250036539695
1.98991775006633059,-0.10375618261714738,-0.30185569413718515
2.02308304590076943,-0.09442065624482961,-0.30879336153665557
2.05624834173520828,-0.08719202104426012,-0.31271617607905309
2.08941363756964712,-0.07393368012954483,-0.31242520827795402
2.12257893340408596,-0.06790397441539902,-0.30821142593445744
2.15574422923852481,-0.0558445629871074,-0.29978386124746428
2.18890952507296365,-0.04378515155881579,-0.29135629656047112
2.22207482090740249,-0.02871088727345127,-0.28082184070172967
2.25524011674184134,-0.02086525818865623,-0.2663645703005907
2.28840541257628018,-0.0048830322179671,-0.25070837041302805
2.32157070841071902,0.00387055855215255,-0.23112935598306789
2.35473600424515787,0.0156390021793451,-0.20944345038135944
2.38790130007959671,0.02831540749186227,-0.18263580075082979
2.42106659591403555,0.03677803046088286,-0.14979844540615433
2.4542318917484744,0.05156132694514832,-0.12600564863269759
2.48739718758291324,0.06122287940059258,-0.10130489017391623
2.52056248341735208,0.06968550236961317,-0.06846753482924077
2.55372777925179093,0.07724016365330914,-0.04075192351338651
2.58689307508622977,0.09173249233647553,-0.00370078582521448
2.62005837092066861,0.08722774219187989,0.01558726080364663
2.65322366675510746,0.10291900036146996,0.04450180160592456
2.6863889625895463,0.09903124410109987,0.08216993317832215
2.71955425842398514,0.09935727018422636,0.11380835903657393
2.75271955425842399,0.10298911692552481,0.13429533515185871
2.78588485009286283,0.1114517398945454,0.16713269049653417
2.81905014592730167,0.10182524572112856,0.18732869881071988
2.85221544176174051,0.09612156609010924,0.21475334232547508
2.88538073759617936,0.09764652165965941,0.23825517129783276
2.9185460334306182,0.09012691865799086,0.25543632675494557
2.95171132926505704,0.08351527734164693,0.27773922624087958
2.98487662509949589,0.07628664214107744,0.28166204078327709
3.01804192093393473,0.05158588368229608,0.29132359323872136
3.05120721676837357,0.04526521016705121,0.30036815180994007
3.08437251260281242,0.02597716353819011,0.29586340166534443
3.11753780843725126,0.02085541950936892,0.29677136335066904
3.1507031042716901,0.0087960080810773,0.28834379866367588
3.18386840010612895,0.00185834068160688,0.2790082722913581
3.21703369594056779,-0.00388039723143987,0.26153614903314623
3.25019899177500663,-0.00780321177383738,0.25430751383257675
3.28336428760944548,-0.01895466151680439,0.25100169317440478
3.31652958344388432,-0.03882464374786361,0.27301362485923972
3.34969487927832316,-0.04336445217448668,0.24740490471513375
3.38286017511276201,-0.05633182528810291,0.23385559599931939
3.41602547094720085,-0.05574988968590479,0.20733891416988881
3.44919076678163969,-0.06842629499842195,0.18053126453935916
3.48235606261607854,-0.0771798857685416,0.160952250109399
3.51552135845051738,-0.07961280302341638,0.13232867710822012
3.54868665428495622,-0.08204572027829116,0.10370510410704125
3.58185195011939507,-0.09563008727613294,0.0717757104476904
3.61501724595383391,-0.09504815167393482,0.04525902861825982
3.64818254178827275,-0.09748106892880959,0.01663545561708094
3.68134783762271159,-0.09177738929779027,-0.01078918789767426
3.71451313345715044,-0.09210341538091676,-0.04242761375592604
3.74767842929158928,-0.09242944146404325,-0.07406603961417782
3.78084372512602812,-0.08763372351834854,-0.10661242715775421
3.81400902096046697,-0.07891519103025632,-0.13193017950076112
3.84717431679490581,-0.0762263642563099,-0.16146171418726461
3.88033961262934465,-0.06961472293996597,-0.18376461367319861
3.9135049084637835,-0.06089619045187375,-0.20908236601620552
3.94667020429822234,-0.04825484342138401,-0.22717148315864295
3.97983550013266118,-0.04164320210504007,-0.24947438264457695
4.01300079596710003,-0.03110874624629862,-0.26454864692994147
4.04616609180153887,-0.01755943753048427,-0.2775160200435577
4.07933138763597771,-0.01123876401523939,-0.28656057861477642
4.11249668347041656,0.00111161521415128,-0.29139135484249855
4.1456619793048554,0.01135510327179367,-0.29320727821314777
4.17882727513929424,0.01858373847236316,-0.29713009275554529
4.21199257097373309,0.03184207938707845,-0.29683912495444623
4.24515786680817193,0.04088663795829716,-0.29051845143920136
4.27832316264261077,0.0487322670430922,-0.27606118103806239
4.31148845847704962,0.0598837167860592,-0.27275536037989042
4.34465375431148846,0.06863730755617885,-0.25317634594993026
4.3778190501459273,0.0692543014404044,-0.23479626100639377
4.41098434598036614,0.07619196883987482,-0.225460734634076
4.44414964181480499,0.08283866843824618,-0.20286686734704293
4.47731493764924383,-0.13390471118787642,-0.32292460585466805
4.51048023348368267,0.02276246253383231,-0.34805656524265817
4.54364552931812152,0.09344324086104248,-0.1281475980864733
4.57681082515256036,0.09166237577242068,-0.09349431937114862
4.6099761209869992,0.09318733134197085,-0.06999249039879094
4.64314141682143805,0.08446879885387862,-0.04467473805578403
4.67630671265587689,0.0869017161087534,-0.01605116505460515
4.70947200849031573,0.08421288933480699,0.01348036963189834
4.74263730432475458,0.07731028021736399,0.04904161003254763
4.77580260015919342,0.06949970941459638,0.07948110640437574
4.80896789599363226,0.06078117692650416,0.10479885874738265
4.84213319182807111,0.05297060612373655,0.13523835511921075
4.87529848766250995,0.04726692649271723,0.16266299863396595
4.90846378349694879,0.0355335411475521,0.18587385980522457
4.94162907933138764,0.02289219411706236,0.20396297694766199
4.97479437516582648,0.00723599422949971,0.21994520291835112
5.00795967100026532,-0.008711173459162,0.24918576980375555
5.04112496683470417,-0.02316844386030097,0.25703139888855059
5.07429026266914301,-0.0327949380337178,0.2772274072027363
5.10745555850358185,-0.03700872037721438,0.28325711291688211
5.1406208543380207,-0.03820764986363806,0.29139370980277621
5.17378615017245954,-0.05055802909302874,0.29622448603049834
5.20695144600689838,-0.05778666429359822,0.30014730057289586
5.24011674184133722,-0.06381637000774403,0.29593351822939928
5.27328203767577607,-0.06984607572188984,0.2917197358859027
5.30644733351021491,-0.07889063429310855,0.28539906237065783
5.33961262934465375,-0.08492034000725436,0.28118528002716125
5.3727779251790926,-0.0846293722061553,0.26792693911244595
5.40594322101353144,-0.08826121894745375,0.24743996299716118
5.43910851684797028,-0.08797025114635469,0.23418162208244588
5.47227381268240913,-0.09581588023114973,0.21972435168130691
5.50543910851684797,-0.09011220060013041,0.19229970816655171
5.53860440435128681,-0.08651541214085938,0.16788991750886942
5.57176970018572566,-0.08502551485333664,0.14649497970826003
