time,wx,wy,wz
1.63,-0.04,-0.13,0.54
1.63,-0.03,-0.14,0.56
1.647,-0.03,-0.2,0.57
1.649,-0.03,-0.28,0.58
1.651,-0.03,-0.32,0.59
1.651,-0.02,-0.29,0.59
1.669,0,-0.25,0.61
1.67,0.02,-0.26,0.62
1.67,0.03,-0.3,0.63
1.671,0.05,-0.37,0.64
1.69,0.07,-0.41,0.66
1.691,0.08,-0.4,0.68
1.691,0.1,-0.38,0.69
1.692,0.11,-0.39,0.69
1.692,0.12,-0.43,0.7
1.709,0.12,-0.5,0.7
1.71,0.12,-0.55,0.71
1.712,0.12,-0.56,0.73
1.712,0.12,-0.55,0.75
1.729,0.12,-0.55,0.77
1.73,0.11,-0.58,0.77
1.731,0.1,-0.64,0.77
1.731,0.09,-0.7,0.77
1.75,0.09,-0.73,0.78
1.754,0.09,-0.74,0.79
1.755,0.1,-0.74,0.81
1.755,0.1,-0.76,0.83
1.77,0.09,-0.79,0.83
1.772,0.09,-0.84,0.82
1.773,0.09,-0.89,0.82
1.773,0.09,-0.92,0.83
1.789,0.09,-0.93,0.84
1.79,0.09,-0.92,0.86
1.79,0.1,-0.92,0.87
1.79,0.1,-0.94,0.87
1.791,0.11,-0.98,0.87
1.808,0.11,-1,0.86
1.81,0.12,-1.01,0.87
1.81,0.12,-1.01,0.87
1.81,0.13,-1.02,0.88
1.831,0.13,-1.05,0.89
1.832,0.13,-1.09,0.9
1.832,0.13,-1.13,0.9
1.832,0.13,-1.15,0.9
1.85,0.12,-1.16,0.9
1.852,0.11,-1.17,0.9
1.853,0.11,-1.19,0.9
1.854,0.09,-1.21,0.9
1.854,0.08,-1.25,0.9
1.87,0.07,-1.27,0.91
1.871,0.06,-1.29,0.91
1.872,0.05,-1.3,0.91
1.872,0.04,-1.32,0.9
1.89,0.04,-1.35,0.9
1.891,0.03,-1.37,0.9
1.892,0.03,-1.4,0.9
1.893,0.04,-1.42,0.9
1.91,0.04,-1.44,0.9
1.911,0.03,-1.46,0.9
1.912,0.04,-1.49,0.89
1.913,0.04,-1.51,0.88
1.931,0.05,-1.53,0.87
1.932,0.05,-1.53,0.86
1.932,0.04,-1.53,0.85
1.933,0.04,-1.54,0.84
1.949,0.04,-1.54,0.83
1.95,0.03,-1.53,0.82
1.951,0.02,-1.53,0.82
1.951,0.01,-1.54,0.82
1.971,0.01,-1.55,0.82
1.971,0,-1.55,0.82
1.972,-0.01,-1.56,0.8
1.972,-0.01,-1.55,0.79
1.973,-0.02,-1.54,0.78
1.99,-0.03,-1.53,0.77
1.991,-0.03,-1.55,0.76
1.992,-0.05,-1.56,0.75
1.992,-0.06,-1.56,0.74
2.011,-0.07,-1.57,0.73
2.012,-0.08,-1.57,0.72
2.014,-0.08,-1.58,0.71
2.015,-0.08,-1.6,0.69
2.032,-0.08,-1.62,0.67
2.033,-0.08,-1.63,0.66
2.033,-0.08,-1.62,0.65
2.033,-0.08,-1.62,0.64
2.034,-0.08,-1.62,0.63
2.051,-0.08,-1.63,0.61
2.052,-0.09,-1.64,0.6
2.053,-0.09,-1.64,0.58
2.054,-0.11,-1.64,0.55
2.071,-0.11,-1.64,0.54
2.072,-0.11,-1.64,0.53
2.072,-0.11,-1.64,0.51
2.073,-0.11,-1.65,0.5
2.091,-0.11,-1.66,0.48
2.093,-0.11,-1.66,0.47
2.093,-0.11,-1.65,0.45
2.093,-0.11,-1.64,0.43
2.11,-0.11,-1.65,0.41
2.112,-0.11,-1.66,0.39
2.112,-0.12,-1.66,0.37
2.112,-0.12,-1.64,0.35
2.131,-0.12,-1.62,0.34
2.132,-0.13,-1.6,0.33
2.133,-0.14,-1.59,0.31
2.133,-0.15,-1.58,0.29
2.152,-0.16,-1.56,0.27
2.154,-0.17,-1.53,0.25
2.155,-0.18,-1.5,0.23
2.156,-0.19,-1.47,0.21
2.156,-0.2,-1.47,0.19
2.172,-0.21,-1.48,0.17
2.173,-0.21,-1.49,0.15
2.173,-0.21,-1.48,0.13
2.174,-0.2,-1.47,0.12
2.192,-0.18,-1.47,0.1
2.194,-0.16,-1.47,0.08
2.194,-0.14,-1.47,0.06
2.194,-0.13,-1.46,0.04
2.212,-0.12,-1.44,0.02
2.213,-0.12,-1.4,0.01
2.214,-0.13,-1.37,-0.01
2.214,-0.14,-1.35,-0.03
2.215,-0.16,-1.35,-0.05
2.232,-0.16,-1.36,-0.07
2.234,-0.17,-1.36,-0.09
2.234,-0.17,-1.33,-0.11
2.234,-0.17,-1.28,-0.12
2.252,-0.16,-1.26,-0.14
2.255,-0.16,-1.25,-0.16
2.257,-0.15,-1.26,-0.18
2.257,-0.13,-1.26,-0.2
2.272,-0.12,-1.23,-0.22
2.273,-0.12,-1.2,-0.23
2.275,-0.11,-1.17,-0.24
2.276,-0.12,-1.16,-0.27
2.293,-0.13,-1.16,-0.29
2.294,-0.14,-1.16,-0.3
2.295,-0.15,-1.16,-0.31
2.295,-0.15,-1.14,-0.33
2.312,-0.13,-1.13,-0.35
2.313,-0.11,-1.08,-0.37
2.314,-0.08,-1.02,-0.39
2.314,-0.05,-0.99,-0.4
2.314,-0.03,-0.96,-0.41
2.332,-0.02,-0.92,-0.42
2.334,-0.02,-0.89,-0.43
2.334,-0.05,-0.86,-0.44
2.334,-0.08,-0.82,-0.45
2.353,-0.1,-0.8,-0.48
2.355,-0.13,-0.79,-0.5
2.356,-0.13,-0.79,-0.52
2.356,-0.12,-0.79,-0.53
2.373,-0.1,-0.77,-0.54
2.375,-0.07,-0.75,-0.54
2.375,-0.02,-0.72,-0.55
2.375,0.02,-0.7,-0.56
2.393,0.05,-0.68,-0.58
2.394,0.05,-0.65,-0.59
2.394,0.04,-0.61,-0.61
2.395,0.02,-0.57,-0.62
2.413,-0.01,-0.54,-0.63
2.414,-0.04,-0.51,-0.63
2.414,-0.07,-0.49,-0.64
2.414,-0.08,-0.47,-0.65
2.415,-0.07,-0.44,-0.66
2.433,-0.06,-0.42,-0.68
2.435,-0.03,-0.39,-0.69
2.435,0,-0.38,-0.7
2.435,0.03,-0.36,-0.71
2.452,0.05,-0.34,-0.71
2.454,0.06,-0.32,-0.72
2.454,0.07,-0.29,-0.72
2.455,0.05,-0.26,-0.73
2.474,0.03,-0.23,-0.74
2.476,0.01,-0.2,-0.75
2.476,-0.01,-0.17,-0.76
2.476,-0.02,-0.14,-0.77
2.494,-0.02,-0.1,-0.77
2.496,-0.02,-0.07,-0.78
2.496,-0.01,-0.05,-0.78
2.497,0.01,-0.02,-0.79
2.497,0.03,0,-0.8
2.514,0.04,0.02,-0.8
2.515,0.04,0.04,-0.81
2.516,0.05,0.06,-0.81
2.516,0.04,0.08,-0.81
2.535,0.03,0.1,-0.82
2.536,0.02,0.13,-0.82
2.536,0.02,0.16,-0.82
2.537,0.01,0.19,-0.83
2.554,0,0.23,-0.83
2.557,0,0.26,-0.84
2.559,0,0.29,-0.84
2.56,0.01,0.32,-0.84
2.574,0.01,0.34,-0.84
2.575,0.01,0.36,-0.84
2.575,0.01,0.38,-0.84
2.576,0,0.4,-0.85
2.594,0,0.42,-0.85
2.595,0,0.43,-0.85
2.595,-0.01,0.46,-0.85
2.596,-0.01,0.48,-0.85
2.596,-0.01,0.51,-0.85
2.614,-0.02,0.54,-0.84
2.615,-0.03,0.57,-0.84
2.615,-0.04,0.6,-0.85
2.616,-0.04,0.63,-0.84
2.633,-0.04,0.66,-0.84
2.635,-0.05,0.68,-0.84
2.636,-0.06,0.7,-0.83
2.636,-0.06,0.72,-0.83
2.654,-0.07,0.73,-0.83
2.655,-0.07,0.75,-0.82
2.656,-0.07,0.77,-0.82
2.658,-0.08,0.79,-0.82
2.674,-0.08,0.81,-0.81
2.676,-0.09,0.83,-0.81
2.677,-0.09,0.86,-0.8
2.677,-0.1,0.89,-0.8
2.694,-0.11,0.91,-0.8
2.696,-0.13,0.94,-0.79
2.696,-0.13,0.96,-0.78
2.696,-0.14,0.98,-0.78
2.697,-0.14,1,-0.77
2.715,-0.15,1.01,-0.76
2.716,-0.15,1.02,-0.75
2.716,-0.16,1.03,-0.75
2.717,-0.16,1.06,-0.74
2.734,-0.16,1.09,-0.73
2.735,-0.17,1.11,-0.72
2.736,-0.18,1.13,-0.71
2.737,-0.19,1.14,-0.7
2.756,-0.2,1.15,-0.69
2.758,-0.2,1.18,-0.68
2.758,-0.22,1.2,-0.67
2.759,-0.23,1.23,-0.66
2.775,-0.24,1.25,-0.65
2.777,-0.24,1.27,-0.64
2.778,-0.24,1.28,-0.63
2.778,-0.21,1.35,-0.62
2.779,-0.19,1.4,-0.59
2.795,-0.19,1.41,-0.58
2.796,-0.21,1.35,-0.59
2.797,-0.24,1.28,-0.6
2.797,-0.27,1.25,-0.58
2.816,-0.32,1.25,-0.54
2.817,-0.35,1.27,-0.51
2.817,-0.38,1.28,-0.49
2.818,-0.39,1.26,-0.48
2.837,-0.39,1.26,-0.47
2.838,-0.37,1.31,-0.47
2.839,-0.36,1.4,-0.46
2.839,-0.36,1.47,-0.43
2.84,-0.35,1.49,-0.41
2.856,-0.34,1.5,-0.4
2.857,-0.33,1.49,-0.38
2.858,-0.33,1.45,-0.35
2.859,-0.35,1.47,-0.34
2.877,-0.36,1.5,-0.34
2.879,-0.38,1.51,-0.33
2.88,-0.4,1.49,-0.29
2.88,-0.42,1.44,-0.28
2.898,-0.44,1.39,-0.28
2.899,-0.45,1.38,-0.25
2.9,-0.45,1.41,-0.21
2.9,-0.44,1.46,-0.19
2.916,-0.44,1.48,-0.18
2.917,-0.43,1.47,-0.16
2.918,-0.42,1.49,-0.15
2.918,-0.42,1.52,-0.14
2.935,-0.42,1.56,-0.11
2.937,-0.43,1.58,-0.08
2.938,-0.44,1.57,-0.07
2.939,-0.45,1.54,-0.06
2.957,-0.46,1.51,-0.03
2.958,-0.47,1.49,-0.01
2.958,-0.47,1.5,-0.01
2.959,-0.46,1.51,-0.01
2.962,-0.46,1.5,0.02
2.976,-0.45,1.49,0.07
2.978,-0.45,1.48,0.1
2.979,-0.46,1.46,0.13
2.979,-0.46,1.44,0.14
2.997,-0.46,1.45,0.14
2.998,-0.46,1.48,0.15
2.999,-0.46,1.5,0.17
2.999,-0.45,1.5,0.2
3.017,-0.45,1.48,0.22
3.018,-0.44,1.46,0.24
3.019,-0.43,1.46,0.26
3.019,-0.43,1.46,0.29
3.037,-0.43,1.46,0.3
3.039,-0.43,1.46,0.31
3.039,-0.42,1.43,0.32
3.04,-0.42,1.41,0.33
3.04,-0.42,1.4,0.36
3.057,-0.42,1.4,0.39
3.058,-0.41,1.4,0.41
3.059,-0.41,1.39,0.43
3.06,-0.4,1.36,0.44
3.079,-0.4,1.34,0.46
3.08,-0.38,1.34,0.47
3.08,-0.38,1.39,0.45
3.081,-0.37,1.36,0.44
3.101,-0.36,1.28,0.5
3.103,-0.36,1.3,0.57
3.104,-0.37,1.32,0.58
3.104,-0.37,1.32,0.58
3.118,-0.38,1.28,0.59
3.119,-0.38,1.26,0.58
3.12,-0.37,1.25,0.57
3.122,-0.36,1.25,0.6
3.122,-0.35,1.25,0.65
3.139,-0.34,1.24,0.67
3.14,-0.32,1.21,0.68
3.14,-0.32,1.16,0.69
3.141,-0.32,1.16,0.7
3.158,-0.32,1.18,0.7
3.162,-0.31,1.18,0.69
3.163,-0.31,1.17,0.7
3.164,-0.31,1.14,0.72
3.179,-0.3,1.11,0.74
3.18,-0.29,1.08,0.77
3.181,-0.29,1.07,0.79
3.181,-0.29,1.08,0.8
3.202,-0.28,1.06,0.79
3.205,-0.28,1.04,0.79
3.205,-0.28,1.03,0.8
3.206,-0.29,1.02,0.81
3.218,-0.28,1.01,0.82
3.222,-0.28,0.99,0.84
3.222,-0.28,0.98,0.85
3.225,-0.26,0.95,0.86
3.225,-0.25,0.93,0.86
3.238,-0.22,0.92,0.87
3.241,-0.19,0.91,0.88
3.241,-0.16,0.88,0.88
3.242,-0.14,0.86,0.87
3.258,-0.12,0.83,0.86
3.259,-0.08,0.73,0.85
3.26,-0.07,0.67,0.87
3.261,-0.08,0.69,0.9
3.281,-0.08,0.69,0.9
3.282,-0.09,0.59,0.89
3.282,-0.12,0.52,0.88
3.283,-0.16,0.46,0.88
3.301,-0.19,0.43,0.89
3.303,-0.23,0.49,0.9
3.303,-0.25,0.5,0.9
3.304,-0.25,0.42,0.89
3.319,-0.22,0.34,0.89
3.32,-0.18,0.34,0.9
3.321,-0.12,0.39,0.91
3.322,-0.06,0.43,0.91
3.322,-0.01,0.44,0.9
3.338,0.01,0.4,0.88
3.342,0.01,0.34,0.88
3.342,0,0.31,0.89
3.342,-0.02,0.3,0.9
3.358,-0.04,0.29,0.89
3.36,-0.06,0.26,0.89
3.36,-0.08,0.2,0.88
3.361,-0.09,0.14,0.88
3.378,-0.1,0.12,0.87
3.382,-0.1,0.11,0.87
3.383,-0.1,0.1,0.87
3.383,-0.09,0.08,0.86
3.4,-0.08,0.04,0.85
3.404,-0.07,-0.01,0.84
3.405,-0.06,-0.05,0.84
3.406,-0.05,-0.06,0.84
3.419,-0.05,-0.08,0.83
3.421,-0.05,-0.11,0.83
3.422,-0.04,-0.14,0.82
3.423,-0.04,-0.15,0.81
3.423,-0.03,-0.16,0.81
3.438,-0.03,-0.15,0.8
3.442,-0.03,-0.15,0.79
3.442,-0.05,-0.18,0.78
3.443,-0.05,-0.23,0.77
3.459,-0.06,-0.27,0.76
3.461,-0.06,-0.3,0.75
3.461,-0.06,-0.33,0.75
3.462,-0.05,-0.36,0.74
3.483,-0.04,-0.39,0.73
3.484,-0.04,-0.41,0.71
3.484,-0.04,-0.44,0.7
3.484,-0.04,-0.47,0.69
3.503,-0.04,-0.51,0.68
3.505,-0.04,-0.53,0.67
3.506,-0.04,-0.53,0.66
3.507,-0.05,-0.53,0.65
3.507,-0.06,-0.55,0.64
3.519,-0.07,-0.56,0.62
3.522,-0.07,-0.59,0.61
3.522,-0.08,-0.61,0.59
3.523,-0.08,-0.63,0.58
3.539,-0.09,-0.66,0.57
3.54,-0.09,-0.69,0.56
3.541,-0.09,-0.73,0.54
3.541,-0.08,-0.77,0.53
3.559,-0.08,-0.79,0.51
3.56,-0.07,-0.81,0.5
3.561,-0.07,-0.83,0.48
3.561,-0.06,-0.84,0.47
3.578,-0.07,-0.86,0.45
3.581,-0.07,-0.88,0.43
3.583,-0.08,-0.89,0.42
3.584,-0.1,-0.91,0.4
3.602,-0.11,-0.93,0.39
3.603,-0.12,-0.95,0.37
3.604,-0.13,-0.98,0.35
3.604,-0.13,-0.99,0.33
3.604,-0.12,-1,0.32
3.62,-0.12,-1.02,0.3
3.622,-0.11,-1.04,0.28
3.623,-0.11,-1.06,0.26
3.624,-0.11,-1.08,0.24
3.64,-0.11,-1.1,0.23
3.644,-0.11,-1.12,0.21
3.644,-0.12,-1.14,0.19
3.644,-0.13,-1.16,0.17
3.66,-0.13,-1.18,0.16
3.662,-0.13,-1.21,0.14
3.662,-0.14,-1.23,0.11
3.663,-0.14,-1.25,0.1
3.681,-0.13,-1.26,0.08
3.684,-0.13,-1.29,0.06
3.685,-0.13,-1.33,0.04
3.685,-0.13,-1.35,0.02
3.686,-0.13,-1.35,0
3.705,-0.13,-1.35,-0.03
3.707,-0.13,-1.36,-0.06
3.707,-0.13,-1.35,-0.08
3.708,-0.14,-1.36,-0.09
3.72,-0.14,-1.38,-0.1
3.723,-0.13,-1.4,-0.12
3.723,-0.13,-1.4,-0.14
3.724,-0.13,-1.39,-0.16
3.74,-0.14,-1.38,-0.19
3.742,-0.15,-1.38,-0.21
3.742,-0.15,-1.39,-0.24
3.743,-0.16,-1.4,-0.26
3.762,-0.17,-1.41,-0.27
3.764,-0.17,-1.4,-0.29
3.77,-0.17,-1.4,-0.3
3.771,-0.17,-1.41,-0.32
3.784,-0.17,-1.42,-0.34
3.785,-0.16,-1.42,-0.37
3.785,-0.15,-1.42,-0.4
3.786,-0.14,-1.43,-0.41
3.786,-0.13,-1.43,-0.43
3.806,-0.13,-1.45,-0.44
3.808,-0.12,-1.46,-0.46
3.809,-0.11,-1.47,-0.48
3.811,-0.11,-1.47,-0.5
3.822,-0.11,-1.46,-0.52
3.823,-0.1,-1.47,-0.54
3.824,-0.1,-1.47,-0.56
3.824,-0.1,-1.48,-0.58
3.841,-0.1,-1.49,-0.6
3.843,-0.09,-1.49,-0.61
3.843,-0.08,-1.49,-0.63
3.843,-0.07,-1.49,-0.65
3.861,-0.06,-1.49,-0.66
3.863,-0.05,-1.49,-0.68
3.864,-0.04,-1.49,-0.7
3.867,-0.03,-1.49,-0.71
3.868,-0.03,-1.49,-0.73
3.881,-0.02,-1.49,-0.74
3.885,-0.02,-1.49,-0.76
3.886,-0.01,-1.49,-0.77
3.886,-0.01,-1.48,-0.78
3.906,-0.01,-1.48,-0.79
3.908,-0.01,-1.49,-0.81
3.909,-0.01,-1.48,-0.82
3.91,0,-1.46,-0.83
3.922,0,-1.45,-0.84
3.924,0,-1.43,-0.85
3.925,0,-1.4,-0.86
3.925,0,-1.38,-0.88
3.942,0,-1.36,-0.89
3.946,-0.01,-1.34,-0.9
3.946,-0.01,-1.32,-0.91
3.946,-0.01,-1.3,-0.91
3.947,0,-1.29,-0.92
3.963,0,-1.29,-0.93
3.964,0.01,-1.31,-0.95
3.964,0.02,-1.31,-0.96
3.965,0.04,-1.31,-0.96
3.985,0.06,-1.3,-0.97
3.986,0.07,-1.3,-0.97
3.987,0.08,-1.3,-0.97
3.987,0.09,-1.29,-0.98
4.008,0.1,-1.26,-0.98
4.01,0.09,-1.23,-0.99
4.01,0.08,-1.2,-1
4.011,0.07,-1.18,-1.01
4.023,0.07,-1.17,-1.01
4.026,0.07,-1.16,-1.02
4.027,0.07,-1.15,-1.01
4.028,0.08,-1.13,-1
4.03,0.09,-1.11,-1.01
4.043,0.1,-1.09,-1.02
4.044,0.12,-1.08,-1.03
4.045,0.13,-1.08,-1.03
4.046,0.14,-1.07,-1.02
4.064,0.14,-1.06,-1.02
4.068,0.14,-1.04,-1.01
4.069,0.14,-1.02,-1.01
4.07,0.14,-0.99,-1.02
4.083,0.13,-0.97,-1.02
4.087,0.13,-0.96,-1.01
4.088,0.13,-0.95,-1.02
4.088,0.14,-0.94,-1.02
4.108,0.14,-0.92,-1.01
4.111,0.14,-0.89,-1
4.111,0.14,-0.87,-0.99
4.112,0.14,-0.86,-0.99
4.125,0.14,-0.85,-0.99
4.129,0.13,-0.84,-0.99
4.131,0.13,-0.82,-0.99
4.132,0.12,-0.79,-0.98
4.132,0.12,-0.77,-0.97
4.145,0.11,-0.76,-0.96
4.147,0.11,-0.75,-0.96
4.148,0.09,-0.75,-0.95
4.148,0.08,-0.75,-0.94
4.164,0.09,-0.74,-0.95
4.166,0.11,-0.7,-0.95
4.166,0.14,-0.61,-0.93
4.167,0.17,-0.57,-0.91
4.185,0.19,-0.56,-0.9
4.188,0.19,-0.54,-0.89
4.188,0.18,-0.51,-0.89
4.189,0.16,-0.46,-0.87
4.211,0.13,-0.42,-0.86
4.213,0.1,-0.39,-0.86
4.213,0.08,-0.4,-0.85
4.214,0.07,-0.41,-0.84
4.214,0.07,-0.41,-0.83
4.224,0.08,-0.4,-0.81
4.225,0.09,-0.37,-0.8
4.225,0.1,-0.34,-0.79
4.226,0.12,-0.32,-0.77
4.243,0.13,-0.31,-0.77
4.245,0.14,-0.29,-0.76
4.246,0.12,-0.25,-0.75
4.246,0.11,-0.2,-0.73
4.263,0.08,-0.16,-0.71
4.265,0.05,-0.13,-0.7
4.265,0.03,-0.12,-0.69
4.266,0.02,-0.11,-0.68
4.294,0.01,-0.09,-0.66
4.297,0.01,-0.06,-0.65
4.298,0.03,-0.04,-0.63
4.298,0.04,-0.03,-0.62
4.338,0.04,-0.03,-0.61
4.339,0.04,-0.01,-0.59
4.34,0.04,0.01,-0.57
4.34,0.03,0.04,-0.56
4.341,0.01,0.07,-0.55
4.341,-0.02,0.1,-0.53
4.342,-0.04,0.13,-0.52
4.342,-0.05,0.16,-0.5
4.342,-0.07,0.19,-0.48
4.344,-0.07,0.22,-0.47
4.345,-0.06,0.24,-0.45
4.345,-0.06,0.26,-0.43
4.346,-0.05,0.27,-0.42
4.364,-0.06,0.28,-0.4
4.365,-0.06,0.3,-0.38
4.366,-0.07,0.31,-0.37
4.366,-0.09,0.33,-0.35
4.388,-0.11,0.35,-0.33
4.389,-0.13,0.37,-0.31
4.389,-0.15,0.4,-0.3
4.39,-0.16,0.43,-0.28
4.41,-0.16,0.47,-0.26
4.413,-0.16,0.5,-0.24
4.413,-0.16,0.52,-0.22
4.413,-0.15,0.54,-0.2
4.414,-0.16,0.56,-0.18
4.425,-0.16,0.57,-0.17
4.428,-0.17,0.59,-0.15
4.429,-0.19,0.6,-0.13
4.433,-0.21,0.61,-0.11
4.445,-0.22,0.62,-0.09
4.446,-0.24,0.64,-0.07
4.447,-0.25,0.66,-0.05
4.447,-0.26,0.68,-0.03
4.467,-0.26,0.71,-0.01
4.468,-0.26,0.74,0.01
