time,wx,wy,wz
2.54,-0.24,0.44,0.26
2.548,-0.21,0.46,0.29
2.551,-0.16,0.46,0.29
2.561,-0.16,0.43,0.32
2.563,-0.12,0.38,0.34
2.569,-0.09,0.35,0.35
2.57,-0.07,0.36,0.38
2.578,-0.06,0.36,0.41
2.58,-0.06,0.33,0.44
2.584,-0.07,0.27,0.45
2.589,-0.07,0.22,0.46
2.595,-0.06,0.19,0.49
2.6,-0.04,0.18,0.52
2.605,-0.02,0.14,0.54
2.61,0,0.08,0.55
2.615,-0.01,0.08,0.55
2.62,-0.01,0.05,0.57
2.625,-0.02,0.05,0.59
2.63,-0.02,0.04,0.61
2.635,-0.01,0.01,0.63
2.641,-0.01,-0.04,0.65
2.645,0.01,-0.07,0.67
2.65,0.05,-0.09,0.69
2.656,0.08,-0.1,0.72
2.661,0.09,-0.14,0.73
2.665,0.1,-0.19,0.74
2.67,0.09,-0.22,0.76
2.675,0.08,-0.25,0.79
2.681,0.06,-0.25,0.79
2.685,0.06,-0.27,0.8
2.695,0.05,-0.31,0.81
2.699,0.05,-0.35,0.82
2.706,0.07,-0.37,0.84
2.707,0.1,-0.38,0.87
2.712,0.12,-0.4,0.89
2.715,0.15,-0.43,0.9
2.721,0.16,-0.46,0.91
2.725,0.16,-0.48,0.93
2.73,0.14,-0.5,0.94
2.735,0.12,-0.52,0.96
2.741,0.11,-0.57,0.96
2.745,0.11,-0.57,0.97
2.75,0.13,-0.61,0.97
2.756,0.13,-0.64,0.99
2.761,0.14,-0.65,1.01
2.766,0.15,-0.68,1.02
2.771,0.15,-0.71,1.02
2.776,0.15,-0.73,1.03
2.781,0.15,-0.74,1.04
2.786,0.14,-0.76,1.05
2.791,0.13,-0.78,1.06
2.796,0.13,-0.81,1.08
2.802,0.13,-0.84,1.09
2.806,0.13,-0.87,1.09
2.811,0.13,-0.87,1.09
2.816,0.14,-0.89,1.09
2.825,0.14,-0.92,1.1
2.827,0.16,-0.95,1.11
2.832,0.15,-0.98,1.12
2.843,0.14,-0.99,1.12
2.844,0.14,-1,1.12
2.846,0.12,-1.01,1.13
2.852,0.12,-1.04,1.13
2.856,0.11,-1.07,1.14
2.862,0.11,-1.09,1.15
2.867,0.11,-1.1,1.14
2.871,0.1,-1.12,1.14
2.876,0.1,-1.13,1.14
2.883,0.09,-1.13,1.14
2.886,0.09,-1.16,1.14
2.891,0.09,-1.19,1.14
2.896,0.09,-1.2,1.15
2.902,0.09,-1.21,1.14
2.907,0.08,-1.24,1.13
2.912,0.08,-1.27,1.13
2.918,0.07,-1.3,1.13
2.923,0.07,-1.33,1.13
2.927,0.05,-1.37,1.13
2.932,-0.03,-1.37,1.14
2.937,-0.13,-1.35,1.13
2.942,-0.23,-1.39,1.12
2.948,-0.25,-1.39,1.12
2.952,-0.25,-1.43,1.08
2.957,-0.19,-1.39,1.03
2.969,-0.07,-1.32,1.05
2.97,0.05,-1.31,1.1
2.974,0.13,-1.3,1.09
2.979,0.14,-1.31,1.05
2.991,0.09,-1.35,1.03
2.992,-0.01,-1.37,1.01
2.992,-0.13,-1.4,0.98
3.001,-0.21,-1.44,0.98
3.003,-0.23,-1.46,1
3.007,-0.22,-1.5,1.01
3.013,-0.19,-1.5,1.01
3.017,-0.19,-1.55,0.96
3.023,-0.13,-1.54,0.9
3.029,-0.08,-1.52,0.88
3.033,-0.06,-1.48,0.9
3.038,-0.08,-1.44,0.9
3.044,-0.13,-1.43,0.89
3.048,-0.2,-1.43,0.86
3.053,-0.24,-1.42,0.83
3.058,-0.27,-1.41,0.78
3.064,-0.27,-1.42,0.75
3.068,-0.24,-1.47,0.77
3.073,-0.2,-1.5,0.77
3.082,-0.17,-1.5,0.74
3.083,-0.17,-1.51,0.74
3.089,-0.17,-1.52,0.71
3.099,-0.18,-1.53,0.66
3.1,-0.21,-1.52,0.62
3.103,-0.25,-1.51,0.62
3.108,-0.28,-1.48,0.63
3.113,-0.3,-1.47,0.61
3.118,-0.3,-1.45,0.56
3.126,-0.27,-1.43,0.51
3.128,-0.25,-1.43,0.49
3.133,-0.23,-1.41,0.46
3.138,-0.24,-1.41,0.47
3.144,-0.25,-1.41,0.46
3.148,-0.29,-1.42,0.46
3.153,-0.29,-1.41,0.42
3.158,-0.31,-1.42,0.37
3.164,-0.33,-1.42,0.33
3.169,-0.32,-1.42,0.32
3.174,-0.3,-1.41,0.3
3.179,-0.28,-1.38,0.28
3.184,-0.26,-1.35,0.26
3.189,-0.26,-1.36,0.23
3.194,-0.27,-1.36,0.18
3.199,-0.28,-1.34,0.15
3.204,-0.3,-1.33,0.14
3.212,-0.31,-1.31,0.12
3.218,-0.31,-1.31,0.12
3.219,-0.31,-1.3,0.1
3.231,-0.3,-1.3,0.08
3.232,-0.28,-1.3,0.03
3.234,-0.26,-1.28,0
3.241,-0.25,-1.25,-0.02
3.245,-0.24,-1.24,-0.04
3.249,-0.26,-1.22,-0.07
3.255,-0.27,-1.21,-0.09
3.259,-0.28,-1.22,-0.13
3.265,-0.29,-1.22,-0.17
3.269,-0.28,-1.13,-0.22
3.274,-0.24,-1.08,-0.24
3.279,-0.22,-1.08,-0.24
3.285,-0.22,-1.14,-0.21
3.289,-0.2,-1.19,-0.2
3.294,-0.18,-1.12,-0.27
3.299,-0.18,-1.02,-0.35
3.305,-0.19,-1.02,-0.34
3.31,-0.2,-1.08,-0.33
3.314,-0.21,-1.09,-0.36
3.321,-0.2,-1.03,-0.4
3.325,-0.19,-0.95,-0.44
3.329,-0.17,-0.91,-0.45
3.335,-0.15,-0.95,-0.46
3.34,-0.12,-0.98,-0.49
3.345,-0.11,-0.98,-0.51
3.35,-0.11,-0.92,-0.51
3.363,-0.12,-0.82,-0.53
3.364,-0.14,-0.78,-0.56
3.365,-0.16,-0.81,-0.59
3.389,-0.18,-0.82,-0.61
3.389,-0.19,-0.77,-0.62
3.39,-0.18,-0.7,-0.64
3.39,-0.16,-0.62,-0.64
3.39,-0.14,-0.61,-0.64
3.395,-0.12,-0.61,-0.66
3.401,-0.13,-0.57,-0.7
3.406,-0.13,-0.49,-0.73
3.41,-0.14,-0.49,-0.73
3.415,-0.13,-0.45,-0.73
3.42,-0.13,-0.4,-0.74
3.426,-0.12,-0.41,-0.75
3.43,-0.13,-0.43,-0.76
3.435,-0.13,-0.39,-0.77
3.44,-0.12,-0.34,-0.81
3.446,-0.11,-0.33,-0.84
3.45,-0.1,-0.33,-0.85
3.456,-0.09,-0.34,-0.86
3.46,-0.07,-0.31,-0.86
3.466,-0.07,-0.24,-0.85
3.47,-0.06,-0.21,-0.88
3.475,-0.07,-0.2,-0.91
3.482,-0.07,-0.2,-0.91
3.486,-0.07,-0.18,-0.92
3.491,-0.07,-0.14,-0.91
3.496,-0.07,-0.08,-0.91
3.504,-0.07,-0.03,-0.92
3.507,-0.07,-0.02,-0.94
3.512,-0.07,-0.01,-0.95
3.529,-0.06,0.04,-0.97
3.529,-0.06,0.1,-0.98
3.53,-0.04,0.12,-0.96
3.531,-0.05,0.11,-0.96
3.536,-0.04,0.12,-0.98
3.541,-0.04,0.16,-0.99
3.547,-0.05,0.16,-0.99
3.551,-0.05,0.2,-1.01
3.557,-0.06,0.22,-1
3.561,-0.06,0.24,-1
3.568,-0.06,0.26,-0.99
3.571,-0.05,0.31,-0.99
3.576,-0.05,0.36,-1.01
3.582,-0.05,0.39,-1.03
3.587,-0.05,0.41,-1.02
3.592,-0.06,0.43,-1.01
3.597,-0.07,0.47,-1
3.602,-0.07,0.5,-1.01
3.607,-0.07,0.52,-1.01
3.615,-0.07,0.52,-1.01
3.618,-0.07,0.53,-1.02
3.622,-0.07,0.54,-1.02
3.633,-0.07,0.57,-1.01
3.634,-0.08,0.6,-1
3.637,-0.09,0.64,-1
3.642,-0.08,0.65,-0.99
3.648,-0.1,0.68,-0.99
3.652,-0.1,0.72,-1
3.657,-0.1,0.76,-0.99
3.662,-0.1,0.78,-0.98
3.668,-0.11,0.8,-0.97
3.672,-0.11,0.82,-0.97
3.677,-0.12,0.82,-0.96
3.682,-0.13,0.85,-0.96
3.688,-0.13,0.87,-0.95
3.692,-0.13,0.88,-0.95
3.698,-0.15,0.89,-0.94
3.703,-0.15,0.92,-0.92
3.709,-0.15,0.93,-0.9
3.713,-0.16,0.96,-0.9
3.718,-0.17,0.98,-0.9
3.723,-0.18,1,-0.88
3.728,-0.19,1.02,-0.88
3.733,-0.19,1.05,-0.86
3.738,-0.2,1.08,-0.84
3.745,-0.21,1.08,-0.83
3.75,-0.21,1.1,-0.83
3.753,-0.21,1.11,-0.83
3.765,-0.22,1.13,-0.8
3.765,-0.23,1.15,-0.78
3.768,-0.23,1.17,-0.76
3.774,-0.24,1.19,-0.76
3.778,-0.23,1.21,-0.74
3.783,-0.24,1.23,-0.72
3.789,-0.24,1.25,-0.71
3.793,-0.25,1.27,-0.68
3.799,-0.26,1.29,-0.66
3.804,-0.27,1.3,-0.64
3.808,-0.28,1.32,-0.62
3.813,-0.28,1.32,-0.62
3.818,-0.28,1.34,-0.6
3.824,-0.29,1.37,-0.58
3.829,-0.29,1.38,-0.56
3.833,-0.29,1.39,-0.55
3.839,-0.29,1.42,-0.53
3.843,-0.29,1.44,-0.5
3.849,-0.29,1.45,-0.48
3.854,-0.3,1.46,-0.47
3.858,-0.3,1.47,-0.46
3.863,-0.3,1.48,-0.44
3.869,-0.32,1.48,-0.4
3.878,-0.33,1.49,-0.36
3.885,-0.36,1.49,-0.36
3.885,-0.36,1.49,-0.35
3.897,-0.38,1.49,-0.34
3.898,-0.41,1.5,-0.31
3.899,-0.43,1.5,-0.28
3.906,-0.43,1.49,-0.25
3.909,-0.43,1.48,-0.21
3.914,-0.4,1.47,-0.19
3.919,-0.37,1.45,-0.15
3.924,-0.34,1.45,-0.13
3.929,-0.32,1.42,-0.11
3.935,-0.33,1.39,-0.09
3.939,-0.35,1.39,-0.06
3.944,-0.39,1.39,-0.03
3.951,-0.43,1.39,-0.03
3.954,-0.43,1.4,0
3.959,-0.44,1.42,0.03
3.964,-0.43,1.43,0.05
3.969,-0.39,1.44,0.08
3.974,-0.35,1.46,0.1
3.979,-0.32,1.47,0.13
3.984,-0.3,1.46,0.15
3.99,-0.31,1.45,0.18
3.994,-0.33,1.44,0.21
4.004,-0.35,1.42,0.22
4.005,-0.37,1.4,0.24
4.01,-0.39,1.4,0.27
4.016,-0.38,1.39,0.27
4.023,-0.38,1.37,0.31
4.024,-0.36,1.36,0.34
4.03,-0.35,1.36,0.36
4.035,-0.33,1.34,0.36
4.04,-0.31,1.32,0.38
4.045,-0.31,1.33,0.42
4.051,-0.31,1.33,0.44
4.055,-0.31,1.33,0.46
4.059,-0.3,1.33,0.49
4.065,-0.29,1.31,0.51
4.07,-0.27,1.29,0.53
4.074,-0.24,1.27,0.54
4.08,-0.23,1.27,0.54
4.085,-0.23,1.28,0.57
4.09,-0.24,1.26,0.59
4.095,-0.24,1.23,0.6
4.1,-0.25,1.23,0.62
4.105,-0.26,1.22,0.64
4.111,-0.25,1.19,0.66
4.115,-0.23,1.17,0.67
4.121,-0.21,1.15,0.7
4.126,-0.19,1.13,0.72
4.131,-0.17,1.12,0.73
4.135,-0.16,1.1,0.74
4.14,-0.15,1.07,0.77
4.15,-0.15,1.07,0.77
4.153,-0.15,1.06,0.78
4.155,-0.14,1.04,0.78
4.173,-0.14,1.03,0.8
4.173,-0.13,1,0.82
4.174,-0.12,0.98,0.84
4.175,-0.11,0.98,0.84
4.182,-0.1,0.95,0.85
4.185,-0.08,0.93,0.86
4.191,-0.05,0.92,0.88
4.196,-0.03,0.9,0.89
4.201,-0.01,0.88,0.9
4.206,0,0.86,0.9
4.211,0,0.86,0.9
4.216,0,0.83,0.91
4.221,0,0.82,0.91
4.226,-0.02,0.82,0.93
4.231,-0.06,0.81,0.95
4.236,-0.1,0.77,0.96
4.242,-0.13,0.73,0.96
4.246,-0.11,0.71,0.97
4.252,-0.08,0.7,0.97
4.256,-0.03,0.64,0.96
4.261,0.02,0.56,0.95
4.266,0.02,0.54,0.96
4.272,-0.02,0.65,0.98
4.279,-0.05,0.65,0.99
4.283,-0.06,0.61,0.99
4.287,-0.06,0.49,0.99
4.3,-0.05,0.43,0.98
4.3,-0.03,0.4,0.98
4.302,0.02,0.43,0.99
4.309,0.07,0.43,0.98
4.312,0.09,0.36,0.97
4.317,0.09,0.29,0.97
4.321,0.07,0.29,0.97
4.327,0.03,0.34,0.98
4.332,0,0.34,0.97
4.336,-0.02,0.25,0.98
4.342,0,0.25,0.97
4.347,0.03,0.17,0.97
4.352,0.03,0.17,0.97
4.357,0.05,0.19,0.96
4.362,0.08,0.15,0.96
4.367,0.09,0.07,0.95
4.372,0.08,0.02,0.95
4.378,0.07,0.02,0.95
4.382,0.03,0.04,0.94
4.388,0,0.02,0.93
4.393,-0.01,-0.05,0.93
4.397,0,-0.09,0.92
4.402,0.02,-0.1,0.91
4.409,0.05,-0.09,0.89
4.413,0.06,-0.09,0.89
4.417,0.06,-0.13,0.89
4.433,0.06,-0.2,0.89
4.433,0.05,-0.24,0.88
4.433,0.03,-0.25,0.88
4.442,0,-0.25,0.86
4.442,-0.02,-0.28,0.84
4.447,-0.03,-0.34,0.84
4.453,-0.03,-0.36,0.83
4.458,0,-0.38,0.82
4.462,0.01,-0.38,0.8
4.469,0.02,-0.41,0.79
4.473,0.01,-0.44,0.78
4.478,-0.02,-0.44,0.78
4.483,-0.02,-0.47,0.76
4.488,-0.04,-0.49,0.74
4.493,-0.07,-0.51,0.73
4.498,-0.08,-0.54,0.72
4.503,-0.08,-0.59,0.7
4.508,-0.07,-0.62,0.69
4.514,-0.05,-0.63,0.68
4.518,-0.05,-0.64,0.66
4.523,-0.05,-0.67,0.64
4.528,-0.07,-0.7,0.63
4.534,-0.09,-0.71,0.61
4.538,-0.11,-0.73,0.59
4.543,-0.12,-0.73,0.59
4.548,-0.12,-0.74,0.57
4.554,-0.14,-0.77,0.56
4.559,-0.14,-0.81,0.54
4.563,-0.13,-0.84,0.52
4.577,-0.12,-0.85,0.5
4.577,-0.12,-0.88,0.48
4.578,-0.12,-0.9,0.46
4.585,-0.14,-0.93,0.44
4.588,-0.16,-0.95,0.41
4.594,-0.17,-0.96,0.39
4.599,-0.19,-0.97,0.37
4.604,-0.2,-0.98,0.35
4.609,-0.2,-0.98,0.34
4.615,-0.2,-1,0.34
4.619,-0.2,-1.03,0.32
4.624,-0.2,-1.05,0.29
4.629,-0.21,-1.07,0.26
4.635,-0.21,-1.09,0.24
4.639,-0.22,-1.11,0.2
4.644,-0.22,-1.13,0.18
4.649,-0.23,-1.15,0.16
4.655,-0.25,-1.15,0.14
4.659,-0.26,-1.16,0.12
4.664,-0.26,-1.19,0.09
4.669,-0.28,-1.21,0.07
4.675,-0.27,-1.21,0.03
4.684,-0.27,-1.22,0.03
4.687,-0.27,-1.23,0.02
4.689,-0.26,-1.25,0
4.706,-0.26,-1.27,-0.02
4.707,-0.27,-1.29,-0.06
4.707,-0.28,-1.31,-0.09
4.709,-0.29,-1.33,-0.11
4.715,-0.29,-1.35,-0.14
4.72,-0.29,-1.4,-0.16
4.725,-0.25,-1.45,-0.2
4.729,-0.21,-1.38,-0.24
4.735,-0.22,-1.27,-0.24
4.739,-0.24,-1.26,-0.23
4.744,-0.27,-1.26,-0.23
4.749,-0.27,-1.28,-0.28
4.755,-0.3,-1.3,-0.33
4.76,-0.33,-1.29,-0.35
4.765,-0.35,-1.26,-0.36
4.77,-0.36,-1.3,-0.39
4.776,-0.33,-1.37,-0.41
4.78,-0.3,-1.42,-0.44
4.785,-0.26,-1.41,-0.45
4.79,-0.24,-1.39,-0.49
4.796,-0.21,-1.45,-0.52
4.8,-0.22,-1.47,-0.54
4.805,-0.24,-1.42,-0.56
4.818,-0.27,-1.42,-0.56
4.821,-0.27,-1.36,-0.56
4.823,-0.3,-1.34,-0.57
4.84,-0.3,-1.35,-0.64
4.841,-0.29,-1.34,-0.67
4.841,-0.28,-1.32,-0.66
4.841,-0.25,-1.3,-0.66
4.845,-0.23,-1.33,-0.68
4.85,-0.22,-1.37,-0.72
4.857,-0.22,-1.4,-0.75
4.861,-0.22,-1.39,-0.75
4.865,-0.23,-1.39,-0.78
4.87,-0.22,-1.4,-0.8
4.876,-0.21,-1.4,-0.81
4.881,-0.2,-1.37,-0.81
4.886,-0.2,-1.33,-0.81
4.891,-0.19,-1.3,-0.83
4.896,-0.18,-1.32,-0.85
4.901,-0.17,-1.31,-0.88
4.906,-0.17,-1.29,-0.9
4.911,-0.17,-1.26,-0.91
4.917,-0.18,-1.25,-0.9
4.923,-0.17,-1.26,-0.91
4.926,-0.16,-1.25,-0.92
4.931,-0.15,-1.24,-0.95
4.936,-0.13,-1.23,-0.95
4.941,-0.12,-1.23,-0.96
4.946,-0.11,-1.23,-0.96
4.951,-0.11,-1.24,-0.99
4.959,-0.11,-1.21,-0.99
4.965,-0.1,-1.19,-0.99
4.966,-0.1,-1.18,-1
4.981,-0.1,-1.17,-1.02
4.982,-0.09,-1.16,-1.03
4.982,-0.08,-1.15,-1.02
4.995,-0.06,-1.12,-1.02
4.995,-0.06,-1.11,-1.03
4.996,-0.04,-1.11,-1.04
5.001,-0.04,-1.11,-1.04
5.006,-0.04,-1.08,-1.05
5.011,-0.04,-1.08,-1.05
5.017,-0.04,-1.06,-1.05
5.021,-0.04,-1.05,-1.04
5.026,-0.04,-1.04,-1.04
5.032,-0.03,-1.03,-1.04
5.037,-0.02,-1.01,-1.04
5.041,-0.01,-0.99,-1.04
5.046,-0.01,-0.97,-1.04
5.052,0,-0.98,-1.05
5.057,-0.01,-0.98,-1.05
5.062,-0.01,-0.92,-1.04
5.068,0.01,-0.88,-1.03
5.072,0.04,-0.9,-1
5.077,0.08,-0.9,-1
5.082,0.08,-0.93,-1.01
5.087,0.1,-0.88,-1.03
5.092,0.11,-0.83,-1.05
5.097,0.11,-0.82,-1.04
5.105,0.1,-0.82,-1.01
5.109,0.07,-0.81,-1.01
5.112,0.04,-0.79,-1.01
5.126,0,-0.75,-1.01
5.127,-0.02,-0.72,-0.99
5.127,-0.03,-0.71,-0.96
5.135,-0.03,-0.62,-0.94
5.138,-0.06,-0.53,-0.93
5.142,-0.09,-0.53,-0.93
5.147,-0.09,-0.55,-0.94
5.153,-0.1,-0.55,-0.94
5.158,-0.11,-0.45,-0.93
5.163,-0.07,-0.36,-0.9
5.168,0.02,-0.32,-0.88
5.173,0.13,-0.34,-0.86
5.178,0.21,-0.37,-0.86
5.182,0.25,-0.36,-0.87
5.188,0.24,-0.3,-0.85
5.192,0.18,-0.19,-0.83
5.198,0.09,-0.17,-0.79
5.203,-0.03,-0.26,-0.77
5.208,-0.11,-0.26,-0.78
5.217,-0.14,-0.3,-0.78
5.219,-0.14,-0.24,-0.77
5.224,-0.11,-0.15,-0.75
5.228,-0.03,-0.15,-0.74
5.239,0.05,-0.2,-0.73
5.239,0.1,-0.21,-0.72
5.243,0.09,-0.12,-0.69
5.248,0.03,-0.03,-0.67
5.253,-0.05,0,-0.64
5.258,-0.12,0,-0.63
5.263,-0.16,0,-0.62
5.268,-0.16,0.04,-0.59
5.273,-0.13,0.04,-0.57
5.278,-0.07,0.09,-0.57
5.283,-0.07,0.13,-0.55
5.288,0,0.15,-0.54
5.294,0.06,0.15,-0.53
5.299,0.06,0.17,-0.5
5.304,0.03,0.21,-0.47
5.308,-0.03,0.26,-0.46
5.314,-0.09,0.28,-0.44
5.319,-0.12,0.28,-0.42
5.323,-0.14,0.32,-0.4
5.329,-0.14,0.37,-0.36
5.334,-0.1,0.39,-0.34
5.339,-0.06,0.39,-0.32
5.344,-0.04,0.39,-0.32
5.349,-0.04,0.37,-0.3
5.354,-0.05,0.4,-0.27
5.364,-0.07,0.45,-0.25
5.364,-0.13,0.49,-0.23
5.37,-0.18,0.49,-0.21
5.386,-0.22,0.5,-0.19
5.387,-0.22,0.53,-0.17
5.387,-0.19,0.58,-0.14
5.389,-0.15,0.61,-0.11
5.395,-0.12,0.63,-0.08
5.4,-0.11,0.64,-0.06
5.404,-0.12,0.67,-0.04
5.409,-0.16,0.67,-0.04
5.414,-0.16,0.7,-0.01
5.42,-0.21,0.73,0.02
5.424,-0.23,0.73,0.04
5.43,-0.24,0.72,0.06
5.434,-0.23,0.75,0.09
5.44,-0.19,0.79,0.11
5.444,-0.18,0.81,0.14
5.449,-0.19,0.81,0.17
5.454,-0.2,0.83,0.18
5.46,-0.24,0.86,0.2
5.464,-0.27,0.89,0.23
5.469,-0.29,0.92,0.25
5.475,-0.29,0.92,0.29
5.48,-0.26,0.92,0.29
5.485,-0.26,0.93,0.31
5.493,-0.23,0.95,0.32
5.496,-0.21,0.98,0.36
5.502,-0.21,0.99,0.39
5.518,-0.23,1,0.41
5.519,-0.25,1.02,0.43
5.519,-0.28,1.04,0.44
5.527,-0.3,1.06,0.48
5.529,-0.29,1.07,0.5
5.53,-0.26,1.08,0.53
5.535,-0.23,1.1,0.55
5.541,-0.21,1.1,0.57
5.545,-0.19,1.13,0.57
5.55,-0.19,1.15,0.6
5.556,-0.2,1.16,0.61
5.561,-0.21,1.18,0.63
5.566,-0.23,1.19,0.65
5.57,-0.24,1.21,0.67
5.575,-0.25,1.23,0.7
5.581,-0.23,1.25,0.72
5.586,-0.22,1.27,0.74
5.59,-0.21,1.28,0.77
5.595,-0.18,1.31,0.79
5.602,-0.17,1.32,0.79
5.605,-0.17,1.33,0.78
5.611,-0.17,1.33,0.78
5.616,-0.17,1.35,0.79
5.621,-0.19,1.34,0.81
5.626,-0.2,1.35,0.86
5.631,-0.21,1.35,0.9
5.638,-0.22,1.35,0.89
5.642,-0.23,1.35,0.89
5.646,-0.24,1.36,0.9
5.662,-0.24,1.35,0.93
5.662,-0.24,1.35,0.95
5.663,-0.21,1.35,0.98
5.671,-0.18,1.32,0.99
5.671,-0.14,1.28,1
5.676,-0.1,1.28,1
5.683,-0.1,1.27,1.01
5.686,-0.08,1.25,1
5.691,-0.09,1.22,1.01
5.696,-0.11,1.21,1.03
5.702,-0.15,1.21,1.06
5.706,-0.17,1.25,1.07
5.711,-0.18,1.27,1.07
5.716,-0.15,1.29,1.06
5.722,-0.11,1.31,1.08
5.726,-0.05,1.31,1.08
5.732,0,1.3,1.1
5.737,0.03,1.3,1.11
5.743,0.04,1.3,1.11
5.748,0.04,1.29,1.11
5.752,0.01,1.27,1.11
5.757,-0.02,1.24,1.1
5.763,-0.06,1.23,1.11
5.769,-0.08,1.22,1.11
5.773,-0.08,1.2,1.12
5.792,-0.05,1.19,1.12
5.793,-0.01,1.19,1.1
5.793,0.03,1.18,1.11
5.793,0.07,1.2,1.11
5.802,0.08,1.21,1.12
5.802,0.08,1.21,1.11
5.807,0.07,1.21,1.1
5.812,0.05,1.21,1.1
5.817,0.05,1.19,1.09
5.823,0.05,1.17,1.08
5.827,0.05,1.15,1.09
5.832,0.05,1.15,1.11
5.837,0.06,1.14,1.08
5.842,0.09,1.12,1.05
5.847,0.11,1.12,1.05
5.852,0.13,1.09,1.06
5.857,0.14,1.07,1.05
5.863,0.14,1.07,1.03
5.867,0.13,1.06,1.01
5.872,0.12,1.06,1.01
5.877,0.12,1.03,1.01
5.883,0.12,1.02,1.01
5.888,0.12,1,1
5.894,0.14,0.99,0.98
5.898,0.15,0.98,0.97
5.904,0.16,0.96,0.96
5.908,0.17,0.94,0.95
5.913,0.17,0.93,0.92
5.918,0.16,0.92,0.9
5.923,0.15,0.9,0.89
5.932,0.14,0.88,0.88
5.935,0.14,0.87,0.87
5.939,0.15,0.86,0.85
5.962,0.17,0.86,0.85
5.963,0.17,0.85,0.83
5.963,0.19,0.84,0.82
5.964,0.21,0.82,0.8
5.964,0.21,0.8,0.79
5.968,0.21,0.77,0.77
5.974,0.2,0.77,0.75
5.978,0.18,0.81,0.73
5.984,0.17,0.77,0.72
5.988,0.15,0.67,0.71
5.994,0.12,0.63,0.68
5.999,0.1,0.63,0.65
6.004,0.09,0.6,0.64
6.008,0.12,0.6,0.64
6.013,0.12,0.55,0.62
6.019,0.15,0.48,0.6
6.024,0.19,0.45,0.57
6.029,0.21,0.47,0.56
6.033,0.2,0.48,0.53
6.043,0.17,0.46,0.51
6.045,0.14,0.43,0.5
6.049,0.09,0.43,0.48
6.053,0.07,0.45,0.45
6.063,0.06,0.44,0.43
6.064,0.07,0.39,0.41
6.069,0.11,0.32,0.39
6.074,0.12,0.32,0.39
6.079,0.12,0.29,0.36
6.085,0.13,0.26,0.34
6.089,0.13,0.24,0.31
6.094,0.11,0.18,0.29
6.099,0.08,0.15,0.27
6.105,0.06,0.15,0.26
6.109,0.04,0.15,0.23
6.115,0.03,0.14,0.2
6.12,0.03,0.12,0.18
6.125,0.04,0.1,0.16
6.129,0.05,0.08,0.14
6.134,0.05,0.06,0.11
6.14,0.05,0.06,0.08
6.145,0.02,0.03,0.08
6.15,0.02,-0.03,0.06
6.157,0,-0.08,0.04
6.16,-0.03,-0.11,0.03
6.165,-0.04,-0.13,0
6.178,-0.05,-0.16,-0.02
6.179,-0.03,-0.17,-0.04
6.18,-0.02,-0.19,-0.07
6.187,-0.01,-0.2,-0.09
6.19,-0.02,-0.21,-0.12
6.195,-0.04,-0.22,-0.15
6.2,-0.06,-0.24,-0.18
6.206,-0.09,-0.24,-0.2
6.21,-0.11,-0.27,-0.2
6.215,-0.11,-0.31,-0.21
6.22,-0.12,-0.34,-0.23
6.226,-0.11,-0.38,-0.26
6.23,-0.08,-0.41,-0.29
6.235,-0.08,-0.44,-0.31
6.24,-0.08,-0.47,-0.33
6.246,-0.09,-0.48,-0.34
6.25,-0.1,-0.49,-0.37
6.255,-0.11,-0.5,-0.39
6.26,-0.14,-0.52,-0.41
6.272,-0.14,-0.53,-0.43
