time,P1X,P1Y
0,-0.07957412439620474,-0.02893604222455763
0.06666666666666667,-0.15770146820572682,-0.14178664994942287
0.13333333333333333,-0.18374391614223419,-0.18953113783301971
0.2,-0.19676514011048787,-0.22859480973778075
0.26666666666666667,-0.20544595608932366,-0.2633180736531239
0.33333333333333333,-0.20544595608932366,-0.28936052158963126
0.4,-0.18808432413165208,-0.30238174555788494
0.46666666666666667,-0.15336106021630893,-0.30238174555788494
0.53333333333333333,-0.12297820429038367,-0.28936052158963126
0.6,-0.08391453238562263,-0.27199888963195969
0.66666666666666667,-0.0318296365126079,-0.23293521772719864
0.73333333333333333,0.01591485137098893,-0.19821195381185549
0.8,0.06365933925458576,-0.15046746592825866
0.86666666666666667,0.10272301115934681,-0.10272297804466183
0.93333333333333333,0.14178668306410785,-0.04629767418222921
1,0.17216953899003311,0.01012762968020341
1.06666666666666667,0.19387157893712258,0.06655293354263603
1.13333333333333333,0.176509946979451,0.12297823740506865
1.2,0.176509946979451,0.16638231729924759
1.26666666666666667,0.18953117094770468,0.21846721317226232
1.33333333333333333,0.17216953899003311,0.25753088507702336
1.4,0.13744627507468996,0.28357333301353072
1.46666666666666667,0.10272301115934681,0.2965945569817844
1.53333333333333333,0.05931893126516787,0.3009349649712023
1.6,0.01591485137098893,0.29225414899236651
1.66666666666666667,-0.0318296365126079,0.27489251703469494
1.73333333333333333,-0.07523371640678684,0.24885006909818757
1.8,-0.12297820429038367,0.20978639719342653
1.86666666666666667,-0.15770146820572682,0.1620419093098297
1.93333333333333333,-0.17940350815281629,0.11429742142623286
2,-0.19676514011048787,0.06221252555321814
2.06666666666666667,-0.20110554809990576,-0.00289359428805027
2.13333333333333333,-0.19676514011048787,-0.05931889815048289
2.2,-0.18374391614223419,-0.10706338603407972
2.26666666666666667,-0.15336106021630893,-0.15480787391767655
2.33333333333333333,-0.12297820429038367,-0.19821195381185549
2.4,-0.07957412439620474,-0.23293521772719864
2.46666666666666667,-0.0361700445020258,-0.2633180736531239
2.53333333333333333,0.00723403539215314,-0.28067970561079548
2.6,0.05931893126516787,-0.28936052158963126
2.66666666666666667,0.09838260316992891,-0.27633929762137758
2.73333333333333333,0.14178668306410785,-0.2633180736531239
2.8,0.17216953899003311,-0.23727562571661654
2.86666666666666667,0.19387157893712258,-0.20689276979069128
2.93333333333333333,0.20689280290537626,-0.16782909788593024
3,0.21123321089479415,-0.11574420201291551
3.06666666666666667,0.20255239491595836,-0.06365930613990078
3.13333333333333333,0.176509946979451,-0.02025522624572185
3.2,0.14612709105352574,0.03617007761671077
3.26666666666666667,0.11140382713818259,0.0882549734897255
3.33333333333333333,0.06365933925458576,0.13599946137332233
3.4,0.02025525936040682,0.17506313327808338
3.46666666666666667,-0.02748922852319001,0.20978639719342653
3.53333333333333333,-0.07523371640678684,0.23582884512993389
3.6,-0.11863779630096578,0.26187129306644125
3.66666666666666667,-0.15770146820572682,0.26621170105585915
3.73333333333333333,-0.18374391614223419,0.26621170105585915
3.8,-0.20544595608932366,0.25319047708760547
3.86666666666666667,-0.21846718005757734,0.23582884512993389
