time,wx,wy,wz
6.545,-0.02,-1.02,-0.92
6.55,-0.02,-0.98,-0.9
6.555,-0.09,-0.99,-0.9
6.561,-0.1,-1.02,-0.93
6.568,-0.02,-1,-0.94
6.57,0.11,-0.97,-0.91
6.575,0.23,-0.96,-0.87
6.589,0.29,-0.95,-0.83
6.59,0.3,-0.97,-0.82
6.591,0.23,-1.03,-0.84
6.6,0.14,-1.06,-0.85
6.602,0.08,-1.06,-0.83
6.605,0.05,-1.1,-0.8
6.611,0.08,-1.1,-0.77
6.628,0.13,-1.15,-0.77
6.629,0.13,-1.19,-0.75
6.63,0.19,-1.17,-0.75
6.631,0.24,-1.12,-0.75
6.636,0.26,-1.11,-0.74
6.643,0.25,-1.12,-0.73
6.649,0.21,-1.11,-0.68
6.651,0.17,-1.1,-0.64
6.657,0.17,-1.08,-0.63
6.676,0.19,-1.09,-0.64
6.677,0.24,-1.12,-0.63
6.678,0.3,-1.16,-0.62
6.679,0.33,-1.17,-0.58
6.682,0.32,-1.17,-0.58
6.687,0.32,-1.18,-0.54
6.692,0.29,-1.2,-0.52
6.699,0.23,-1.22,-0.52
6.702,0.19,-1.21,-0.51
6.706,0.17,-1.18,-0.5
6.725,0.2,-1.16,-0.47
6.726,0.26,-1.17,-0.44
6.727,0.31,-1.16,-0.41
6.728,0.34,-1.16,-0.39
6.731,0.37,-1.14,-0.37
6.736,0.35,-1.13,-0.35
6.746,0.3,-1.14,-0.32
6.747,0.27,-1.14,-0.32
6.751,0.27,-1.17,-0.31
6.766,0.25,-1.17,-0.28
6.767,0.26,-1.16,-0.25
6.768,0.28,-1.17,-0.22
6.772,0.31,-1.19,-0.2
6.779,0.34,-1.16,-0.18
6.782,0.33,-1.13,-0.15
6.787,0.32,-1.13,-0.13
6.798,0.29,-1.14,-0.11
6.799,0.27,-1.13,-0.09
6.803,0.26,-1.12,-0.05
6.808,0.27,-1.11,-0.04
6.812,0.29,-1.11,-0.04
6.817,0.29,-1.11,-0.02
6.827,0.3,-1.09,0.02
6.828,0.32,-1.09,0.05
6.832,0.32,-1.09,0.07
6.838,0.32,-1.07,0.1
6.847,0.29,-1.05,0.13
6.848,0.26,-1.04,0.14
6.852,0.25,-1.04,0.16
6.858,0.25,-1.04,0.17
6.863,0.26,-1.03,0.2
6.867,0.27,-1.01,0.23
6.876,0.27,-1,0.25
6.877,0.28,-1,0.27
6.883,0.26,-1,0.27
6.899,0.26,-0.99,0.3
6.9,0.25,-0.98,0.32
6.901,0.24,-0.97,0.34
6.908,0.22,-0.96,0.35
6.909,0.21,-0.96,0.37
6.913,0.22,-0.96,0.4
6.918,0.22,-0.94,0.43
6.926,0.24,-0.92,0.45
6.927,0.24,-0.9,0.46
6.933,0.24,-0.91,0.48
6.946,0.23,-0.9,0.5
6.947,0.21,-0.9,0.52
6.948,0.21,-0.87,0.52
6.955,0.21,-0.86,0.53
6.958,0.21,-0.85,0.54
6.964,0.21,-0.85,0.56
6.973,0.21,-0.82,0.59
6.974,0.22,-0.81,0.61
6.978,0.24,-0.79,0.63
6.994,0.25,-0.79,0.63
6.995,0.24,-0.78,0.66
6.996,0.23,-0.77,0.67
6.998,0.2,-0.73,0.67
7.004,0.16,-0.7,0.65
7.008,0.12,-0.69,0.66
7.013,0.1,-0.69,0.66
7.022,0.1,-0.68,0.69
7.025,0.07,-0.65,0.75
7.028,0.06,-0.62,0.78
7.043,0.06,-0.52,0.79
7.045,0.05,-0.44,0.76
7.046,0.04,-0.48,0.73
7.052,0.05,-0.49,0.76
7.054,0.07,-0.41,0.82
7.059,0.11,-0.32,0.84
7.07,0.14,-0.3,0.85
7.071,0.18,-0.33,0.83
7.074,0.22,-0.35,0.82
7.08,0.27,-0.35,0.82
7.09,0.27,-0.26,0.84
7.091,0.28,-0.17,0.85
7.094,0.24,-0.17,0.87
7.099,0.15,-0.26,0.91
7.105,0.04,-0.28,0.9
7.109,-0.05,-0.2,0.89
7.12,-0.07,-0.1,0.87
7.121,-0.07,-0.11,0.87
7.125,0,-0.2,0.89
7.139,0.09,-0.2,0.92
7.14,0.16,-0.12,0.93
7.141,0.19,-0.04,0.92
7.148,0.17,-0.04,0.92
7.149,0.17,-0.04,0.91
7.155,0.11,-0.08,0.89
7.16,0.05,-0.06,0.9
7.165,-0.02,0.03,0.93
7.17,-0.05,0.09,0.95
7.175,-0.04,0.09,0.95
7.187,-0.01,0.08,0.93
7.19,0.06,0.1,0.9
7.191,0.12,0.18,0.9
7.207,0.15,0.21,0.93
7.208,0.15,0.2,0.94
7.21,0.12,0.2,0.93
7.211,0.1,0.2,0.92
7.216,0.05,0.23,0.92
7.22,0.05,0.29,0.9
7.225,0.01,0.31,0.89
7.233,0,0.3,0.9
7.235,0,0.28,0.91
7.24,0.03,0.32,0.92
7.255,0.08,0.39,0.9
7.256,0.12,0.41,0.87
7.257,0.14,0.41,0.86
7.266,0.14,0.42,0.86
7.267,0.12,0.46,0.87
7.271,0.09,0.5,0.87
7.28,0.06,0.52,0.86
7.282,0.04,0.52,0.86
7.286,0.04,0.51,0.83
7.291,0.05,0.52,0.81
7.301,0.08,0.56,0.81
7.302,0.1,0.62,0.81
7.307,0.13,0.63,0.81
7.31,0.15,0.61,0.79
7.316,0.15,0.63,0.77
7.321,0.14,0.68,0.76
7.33,0.13,0.7,0.74
7.331,0.12,0.72,0.73
7.335,0.11,0.73,0.73
7.349,0.11,0.74,0.73
7.35,0.11,0.74,0.73
7.351,0.11,0.77,0.71
7.358,0.13,0.81,0.68
7.361,0.15,0.82,0.66
7.367,0.17,0.82,0.65
7.378,0.18,0.83,0.64
7.379,0.18,0.86,0.62
7.381,0.17,0.89,0.6
7.387,0.16,0.9,0.58
7.398,0.16,0.9,0.56
7.399,0.16,0.91,0.55
7.401,0.16,0.94,0.54
7.408,0.18,0.96,0.52
7.411,0.19,0.96,0.52
7.416,0.19,0.97,0.5
7.428,0.21,0.98,0.48
7.429,0.21,0.99,0.46
7.431,0.21,1.01,0.44
7.446,0.2,1.03,0.42
7.448,0.2,1.03,0.39
7.449,0.2,1.04,0.38
7.451,0.19,1.05,0.35
7.457,0.19,1.06,0.32
7.462,0.2,1.08,0.31
7.469,0.21,1.09,0.29
7.478,0.22,1.1,0.26
7.479,0.23,1.1,0.24
7.482,0.23,1.1,0.24
7.499,0.23,1.1,0.22
7.501,0.22,1.12,0.19
7.502,0.21,1.13,0.17
7.503,0.21,1.13,0.16
7.508,0.21,1.13,0.13
7.512,0.21,1.14,0.11
7.524,0.21,1.15,0.08
7.524,0.22,1.16,0.07
7.528,0.22,1.16,0.04
7.532,0.23,1.17,0.02
7.55,0.23,1.18,-0.01
7.551,0.23,1.18,-0.03
7.552,0.23,1.19,-0.03
7.553,0.23,1.2,-0.05
7.558,0.22,1.2,-0.07
7.563,0.21,1.2,-0.1
7.568,0.2,1.21,-0.13
7.572,0.19,1.22,-0.17
7.578,0.2,1.22,-0.19
7.587,0.21,1.21,-0.21
7.588,0.21,1.2,-0.23
7.592,0.21,1.19,-0.24
7.598,0.22,1.18,-0.26
7.61,0.22,1.17,-0.29
7.611,0.23,1.15,-0.31
7.612,0.23,1.15,-0.31
7.62,0.23,1.14,-0.35
7.623,0.24,1.12,-0.36
7.628,0.23,1.1,-0.39
7.648,0.22,1.1,-0.4
7.649,0.21,1.12,-0.42
7.65,0.2,1.12,-0.45
7.651,0.19,1.13,-0.46
7.653,0.18,1.14,-0.48
7.658,0.18,1.15,-0.51
7.665,0.17,1.14,-0.53
7.669,0.17,1.14,-0.55
7.673,0.17,1.12,-0.57
7.685,0.17,1.12,-0.57
7.688,0.17,1.09,-0.58
7.689,0.17,1.08,-0.59
7.693,0.15,1.07,-0.61
7.705,0.15,1.06,-0.64
7.706,0.14,1.05,-0.67
7.71,0.15,1.03,-0.67
7.717,0.14,1.02,-0.68
7.719,0.14,1.02,-0.7
7.723,0.13,1.03,-0.72
7.74,0.12,1.03,-0.74
7.742,0.12,1.01,-0.76
7.742,0.11,0.98,-0.78
7.749,0.1,0.98,-0.78
7.75,0.1,0.97,-0.78
7.754,0.1,0.97,-0.78
7.759,0.09,0.96,-0.8
7.766,0.08,0.94,-0.83
7.769,0.09,0.9,-0.85
7.774,0.08,0.91,-0.86
7.796,0.07,0.91,-0.87
7.797,0.07,0.88,-0.86
7.798,0.06,0.86,-0.87
7.8,0.05,0.84,-0.88
7.8,0.05,0.82,-0.9
7.804,0.05,0.81,-0.91
7.813,0.04,0.81,-0.92
7.814,0.03,0.79,-0.92
7.819,0.03,0.77,-0.92
7.83,0.02,0.76,-0.91
7.831,0.01,0.75,-0.92
7.834,0,0.73,-0.93
7.84,-0.01,0.71,-0.96
7.849,-0.01,0.7,-0.95
7.85,-0.01,0.69,-0.96
7.854,-0.02,0.68,-0.96
7.862,-0.02,0.67,-0.96
7.864,-0.01,0.65,-0.97
7.87,-0.01,0.63,-0.98
7.882,-0.01,0.6,-0.98
7.883,-0.01,0.6,-0.98
7.885,-0.01,0.59,-0.98
7.891,-0.01,0.58,-0.97
7.895,0,0.56,-0.96
7.9,0,0.55,-0.97
7.905,0,0.53,-0.98
7.912,0.01,0.52,-0.99
7.915,0.01,0.53,-0.99
7.92,0,0.51,-0.99
7.931,-0.02,0.42,-0.97
7.932,-0.05,0.38,-0.96
7.935,-0.07,0.39,-0.96
7.941,-0.09,0.35,-0.96
7.945,-0.08,0.35,-0.96
7.951,-0.08,0.31,-0.97
7.959,-0.06,0.25,-0.97
7.96,-0.03,0.22,-0.95
7.965,-0.01,0.23,-0.93
7.992,-0.01,0.25,-0.94
7.993,-0.02,0.26,-0.94
7.994,-0.02,0.2,-0.94
7.995,-0.02,0.15,-0.92
7.996,-0.02,0.15,-0.91
7.997,-0.03,0.15,-0.9
8.001,-0.04,0.15,-0.89
8.006,-0.04,0.11,-0.89
8.011,-0.05,0.11,-0.89
8.015,-0.05,0.05,-0.89
8.025,-0.05,0.04,-0.88
8.026,-0.06,0.06,-0.86
8.031,-0.04,0.07,-0.85
8.048,-0.02,0,-0.84
8.049,0,-0.09,-0.83
8.051,0.03,-0.11,-0.83
8.052,0.03,-0.11,-0.81
8.058,0.02,-0.12,-0.8
8.061,0.01,-0.16,-0.78
8.066,-0.02,-0.18,-0.76
8.081,-0.02,-0.19,-0.76
8.082,-0.02,-0.19,-0.75
8.083,0,-0.19,-0.75
8.09,0,-0.21,-0.73
8.091,0.04,-0.25,-0.72
8.096,0.06,-0.27,-0.71
8.105,0.08,-0.27,-0.69
8.106,0.09,-0.28,-0.67
8.111,0.08,-0.3,-0.66
8.127,0.07,-0.34,-0.64
8.128,0.05,-0.38,-0.62
8.129,0.04,-0.37,-0.61
8.136,0.04,-0.39,-0.59
8.137,0.07,-0.44,-0.58
8.141,0.1,-0.48,-0.56
8.146,0.13,-0.48,-0.56
8.153,0.13,-0.49,-0.53
8.156,0.14,-0.5,-0.52
8.161,0.14,-0.5,-0.5
8.173,0.14,-0.52,-0.48
8.174,0.14,-0.56,-0.47
8.177,0.14,-0.59,-0.45
8.182,0.14,-0.59,-0.43
8.187,0.15,-0.6,-0.41
8.192,0.16,-0.62,-0.38
8.202,0.18,-0.66,-0.36
8.203,0.2,-0.68,-0.34
8.207,0.22,-0.69,-0.32
8.222,0.22,-0.69,-0.32
8.223,0.22,-0.7,-0.3
8.224,0.21,-0.73,-0.28
8.227,0.19,-0.78,-0.25
8.232,0.16,-0.78,-0.22
8.237,0.12,-0.74,-0.21
8.242,0.09,-0.73,-0.19
8.254,0.07,-0.77,-0.16
8.254,0.09,-0.84,-0.13
8.257,0.12,-0.87,-0.12
8.273,0.17,-0.87,-0.11
8.274,0.21,-0.87,-0.08
8.275,0.23,-0.89,-0.04
8.282,0.25,-0.89,-0.04
8.283,0.25,-0.92,-0.02
8.288,0.24,-0.88,-0.01
8.294,0.23,-0.84,0.01
8.3,0.23,-0.84,0.05
8.303,0.25,-0.87,0.08
8.307,0.28,-0.9,0.1
8.32,0.3,-0.91,0.11
8.321,0.32,-0.93,0.14
8.323,0.31,-0.97,0.17
8.33,0.29,-1.01,0.2
8.334,0.26,-1.04,0.21
8.338,0.23,-1.02,0.22
8.348,0.2,-1.02,0.25
8.349,0.19,-1.03,0.25
8.354,0.19,-1.03,0.28
8.368,0.21,-1.05,0.3
8.369,0.24,-1.03,0.31
8.37,0.28,-1.01,0.34
8.375,0.31,-1.01,0.37
8.381,0.32,-1.02,0.39
8.383,0.31,-1.03,0.41
8.388,0.31,-1.04,0.42
8.397,0.29,-1.05,0.45
8.398,0.27,-1.07,0.48
8.403,0.26,-1.09,0.51
8.415,0.26,-1.09,0.52
8.416,0.26,-1.1,0.52
8.419,0.26,-1.1,0.53
8.425,0.26,-1.09,0.55
8.429,0.26,-1.08,0.57
8.434,0.25,-1.09,0.6
8.439,0.25,-1.09,0.61
8.449,0.25,-1.08,0.62
8.45,0.26,-1.07,0.65
8.455,0.26,-1.07,0.66
8.469,0.27,-1.07,0.68
8.47,0.26,-1.08,0.71
8.472,0.25,-1.08,0.73
8.478,0.25,-1.08,0.74
8.479,0.24,-1.08,0.74
8.484,0.24,-1.1,0.75
8.492,0.21,-1.11,0.76
8.494,0.2,-1.09,0.79
8.499,0.21,-1.08,0.81
8.516,0.2,-1.08,0.83
8.517,0.2,-1.07,0.84
8.518,0.21,-1.07,0.84
8.519,0.22,-1.05,0.85
8.525,0.22,-1.05,0.86
8.529,0.21,-1.03,0.88
8.535,0.2,-1.04,0.89
8.541,0.18,-1.03,0.9
8.544,0.17,-1.03,0.9
8.549,0.17,-1.02,0.92
8.564,0.16,-1.03,0.92
8.565,0.16,-1.03,0.93
8.566,0.15,-1.02,0.93
8.574,0.15,-1.01,0.95
8.575,0.14,-0.99,0.96
8.58,0.14,-0.99,0.96
8.591,0.14,-0.99,0.96
8.592,0.13,-0.97,0.98
8.595,0.13,-0.96,0.99
8.599,0.12,-0.96,0.99
8.612,0.12,-0.94,0.98
8.613,0.11,-0.94,0.98
8.617,0.1,-0.93,0.98
8.62,0.1,-0.92,0.99
8.625,0.1,-0.91,1
8.63,0.1,-0.91,1
8.639,0.09,-0.89,1
8.64,0.09,-0.88,1
8.645,0.08,-0.88,1
8.663,0.08,-0.86,1
8.665,0.07,-0.85,1
8.666,0.06,-0.86,1
8.667,0.05,-0.84,1
8.672,0.07,-0.82,1
8.676,0.06,-0.82,0.98
8.681,0.06,-0.8,0.98
8.688,0.06,-0.8,0.99
8.69,0.06,-0.79,0.98
8.697,0.05,-0.77,0.99
8.713,0.05,-0.76,0.99
8.714,0.04,-0.75,0.98
8.717,0.04,-0.75,0.97
8.717,0.03,-0.73,0.95
8.72,0.04,-0.7,0.95
8.726,0.03,-0.69,0.95
8.734,0.03,-0.68,0.95
8.736,0.02,-0.66,0.94
8.74,0.03,-0.65,0.93
8.746,0.03,-0.65,0.93
8.753,0.03,-0.64,0.91
8.756,0.04,-0.61,0.89
8.761,0.04,-0.55,0.89
8.781,0.03,-0.54,0.89
8.782,0.05,-0.56,0.88
8.783,0.06,-0.55,0.86
8.783,0.06,-0.49,0.83
8.786,0.07,-0.44,0.81
8.791,0.06,-0.43,0.82
8.8,0.05,-0.43,0.82
8.801,0.02,-0.41,0.79
8.806,-0.01,-0.35,0.76
8.82,-0.02,-0.35,0.76
8.821,-0.02,-0.3,0.77
8.822,-0.03,-0.29,0.76
8.826,-0.02,-0.28,0.73
8.841,-0.01,-0.26,0.72
8.842,0.01,-0.21,0.7
8.844,0.03,-0.18,0.68
8.851,0.04,-0.19,0.66
8.852,0.04,-0.21,0.65
8.857,0.04,-0.17,0.65
8.876,0.01,-0.12,0.62
8.878,0,-0.1,0.6
8.879,-0.01,-0.11,0.58
8.88,0,-0.11,0.58
8.882,0,-0.11,0.57
8.887,0.02,-0.08,0.54
8.897,0.04,-0.03,0.53
8.898,0.05,-0.02,0.52
8.902,0.06,-0.01,0.49
8.906,0.06,0.01,0.46
8.914,0.05,0.05,0.44
8.917,0.05,0.1,0.42
8.922,0.05,0.11,0.41
8.937,0.04,0.12,0.39
8.938,0.04,0.14,0.38
8.939,0.06,0.17,0.34
8.947,0.07,0.17,0.31
8.948,0.08,0.19,0.31
8.952,0.08,0.21,0.3
8.97,0.08,0.21,0.29
8.97,0.08,0.23,0.27
8.972,0.08,0.26,0.24
8.973,0.08,0.29,0.21
8.978,0.08,0.3,0.18
8.982,0.08,0.31,0.17
8.987,0.1,0.33,0.14
9.002,0.1,0.37,0.13
9.003,0.1,0.39,0.11
9.003,0.11,0.4,0.07
9.024,0.12,0.42,0.05
9.025,0.12,0.42,0.05
9.026,0.12,0.43,0.04
9.027,0.12,0.46,0.01
9.028,0.11,0.48,-0.01
9.033,0.11,0.5,-0.05
9.042,0.11,0.53,-0.1
9.043,0.11,0.59,-0.19
9.048,0.1,0.66,-0.24
9.053,0.1,0.72,-0.18
9.07,0.09,0.73,-0.08
9.071,0.09,0.71,-0.08
9.072,0.09,0.72,-0.15
9.073,0.1,0.77,-0.18
9.079,0.11,0.77,-0.18
9.084,0.11,0.79,-0.15
9.089,0.1,0.78,-0.09
9.095,0.06,0.75,-0.07
9.099,-0.02,0.77,-0.1
9.114,-0.08,0.79,-0.03
9.115,-0.13,0.71,0.16
9.116,-0.11,0.69,0.29
9.14,-0.07,0.7,0.3
9.141,-0.01,0.51,0.24
9.142,0.1,0.34,0.17
9.143,0.2,0.42,0.13
9.144,0.29,0.51,0.16
9.145,0.3,0.51,0.16
9.148,0.3,0.43,0.25
9.157,0.24,0.16,0.29
9.167,0.14,0.07,0.18
9.168,0.06,0.23,0.1
9.169,-0.01,0.34,0.11
9.191,-0.06,0.27,0.12
9.192,-0.06,0.01,0.1
9.193,0.04,-0.05,0.07
9.194,0.17,0.21,0.09
9.195,0.27,0.4,0.12
9.202,0.32,0.34,0.1
9.204,0.3,0.19,0.02
9.209,0.23,0.19,-0.04
9.214,0.13,0.2,-0.04
9.22,0.13,0.36,-0.01
9.223,0.02,0.43,0.04
9.229,-0.02,0.39,0
9.244,-0.01,0.36,-0.04
9.245,0.05,0.39,-0.03
9.246,0.1,0.45,0.01
9.254,0.13,0.48,0.01
9.256,0.12,0.43,-0.05
9.26,0.08,0.37,-0.07
9.279,0,0.39,-0.03
9.28,-0.06,0.38,-0.01
9.281,-0.08,0.38,-0.03
9.282,-0.06,0.36,-0.03
9.284,-0.06,0.31,-0.04
9.29,0.01,0.24,-0.07
9.294,0.08,0.2,-0.07
9.3,0.12,0.16,-0.06
9.304,0.13,0.16,-0.08
9.309,0.12,0.12,-0.09
9.317,0.1,0.02,-0.1
9.32,0.06,0.01,-0.09
9.325,0.02,0.07,-0.07
9.332,0.01,0.11,-0.05
9.335,0.01,0.14,-0.08
9.34,0.03,0.15,-0.11
9.35,0.05,0.15,-0.11
9.351,0.05,0.18,-0.08
9.355,0.05,0.19,-0.06
9.368,0.04,0.17,-0.08
9.369,0.01,0.15,-0.11
9.37,-0.01,0.08,-0.1
9.375,-0.01,0.03,-0.1
9.381,-0.01,-0.01,-0.11
9.385,0.02,-0.04,-0.1
9.39,0.05,-0.05,-0.1
9.398,0.07,-0.03,-0.1
9.401,0.07,-0.01,-0.1
9.405,0.05,0,-0.11
9.418,0.01,0,-0.11
9.419,0.01,0.03,-0.1
9.421,-0.02,0.06,-0.11
9.427,-0.05,0.07,-0.1
9.43,-0.06,0.07,-0.08
9.435,-0.04,0.06,-0.08
9.446,-0.02,0.05,-0.11
9.447,0.01,0,-0.1
9.45,0.02,-0.03,-0.09
9.456,0.02,-0.05,-0.09
9.465,0,-0.09,-0.08
9.466,-0.02,-0.12,-0.11
9.471,-0.06,-0.14,-0.16
9.476,-0.12,-0.14,-0.22
9.481,-0.18,-0.14,-0.22
9.487,-0.18,-0.11,-0.17
9.496,-0.18,-0.09,-0.02
9.497,-0.11,-0.11,0.02
9.501,0.02,-0.11,-0.06
9.506,0.12,-0.07,-0.14
9.514,0.15,-0.06,-0.14
9.516,0.1,-0.07,-0.1
9.524,0.02,-0.08,-0.07
9.526,-0.03,-0.07,-0.04
9.531,-0.03,-0.02,-0.02
9.536,0.01,-0.02,-0.01
9.543,0.05,-0.02,-0.02
9.546,0.09,-0.03,-0.02
9.551,0.09,-0.03,-0.03
9.563,0.11,0,-0.02
9.564,0.1,0.04,0.02
9.566,0.08,0.03,0.05
9.573,0.06,-0.02,0.05
9.576,0.03,-0.04,0.04
9.582,0,-0.05,0.03
9.594,-0.02,-0.05,0.04
9.595,-0.06,-0.07,0.05
9.596,-0.08,-0.1,0.05
9.603,-0.09,-0.13,0.03
9.618,-0.09,-0.14,0.01
9.619,-0.09,-0.14,0.01
9.62,-0.09,-0.13,0.01
9.622,-0.09,-0.12,0.02
9.626,-0.09,-0.11,0.03
9.631,-0.07,-0.12,0.02
9.637,-0.06,-0.11,0
9.642,-0.05,-0.1,-0.01
9.647,-0.03,-0.08,0
9.656,-0.03,-0.07,0.01
9.658,-0.02,-0.07,0.01
9.662,-0.03,-0.05,0.01
9.667,-0.03,-0.04,0
9.678,-0.01,-0.04,-0.02
9.679,0.03,-0.04,-0.02
9.683,0.03,-0.03,-0.01
9.691,0.07,-0.02,-0.01
9.693,0.08,-0.01,-0.02
9.697,0.09,0,-0.02
9.713,0.07,0.02,-0.01
9.714,0.04,0.03,-0.02
9.715,0.01,0.04,-0.02
9.723,0,0.04,-0.01
9.724,0,0.04,-0.01
9.728,-0.01,0.04,-0.01
9.737,-0.01,0.04,-0.01
9.739,0,0.03,0.01
9.743,-0.01,0.03,0.01
9.748,-0.01,0.02,0.01
9.759,0,0.01,0.01
9.76,0.01,0,0
9.763,0.04,-0.01,0.01
9.768,0.05,0,0.01
9.773,0.05,0,0.02
9.778,0.04,-0.02,0.03
9.786,0.03,-0.02,0.03
9.788,0.01,0,0.04
9.793,0,0,0.03
9.805,0,0.02,0.03
9.806,-0.02,0.04,0.05
9.808,-0.06,0.04,0.05
9.815,-0.1,0.04,0.05
9.818,-0.1,0.01,0.04
9.824,-0.12,-0.01,0.04
9.828,-0.11,-0.01,0.03
9.836,-0.09,-0.02,0.02
9.838,-0.07,-0.02,0.01
9.844,-0.06,-0.04,0.01
9.857,-0.04,-0.06,-0.01
9.858,-0.01,-0.06,-0.02
9.859,0.03,-0.04,-0.03
9.866,0.04,-0.03,-0.01
9.868,0.05,-0.02,0
9.874,0.05,-0.02,0.01
9.885,0.06,-0.02,0.01
9.886,0.06,0,0
9.889,0.08,0,-0.01
9.895,0.09,0,-0.02
9.902,0.09,0.01,-0.02
9.904,0.09,0.02,-0.03
9.909,0.08,0.01,-0.03
9.914,0.07,-0.01,-0.04
9.919,0.05,-0.01,-0.04
9.924,0.01,-0.02,-0.06
9.934,-0.03,-0.02,-0.06
9.935,-0.06,-0.02,-0.04
9.946,-0.09,-0.03,-0.02
9.95,-0.09,-0.03,-0.02
9.951,-0.09,-0.03,0
9.957,-0.06,-0.02,0.01
