time,wx,wy,wz
2.675,-0.33,1.43,-1.01
2.68,-0.32,1.42,-1
2.687,-0.32,1.39,-0.96
2.69,-0.32,1.38,-0.95
2.695,-0.32,1.38,-0.95
2.702,-0.32,1.38,-0.93
2.705,-0.33,1.36,-0.91
2.71,-0.34,1.35,-0.89
2.717,-0.35,1.33,-0.86
2.721,-0.36,1.32,-0.82
2.725,-0.36,1.3,-0.8
2.736,-0.36,1.28,-0.79
2.738,-0.35,1.26,-0.77
2.744,-0.34,1.25,-0.74
2.746,-0.34,1.23,-0.71
2.751,-0.34,1.21,-0.69
2.756,-0.35,1.19,-0.66
2.761,-0.35,1.19,-0.64
2.768,-0.35,1.18,-0.64
2.771,-0.35,1.16,-0.6
2.776,-0.35,1.14,-0.58
2.782,-0.33,1.12,-0.56
2.786,-0.32,1.1,-0.53
2.791,-0.3,1.08,-0.5
2.801,-0.29,1.06,-0.48
2.802,-0.28,1.04,-0.46
2.806,-0.26,1.03,-0.43
2.814,-0.26,1.02,-0.39
2.816,-0.24,1,-0.36
2.822,-0.22,0.97,-0.36
2.826,-0.2,0.97,-0.33
2.836,-0.21,0.94,-0.33
2.837,-0.21,0.94,-0.29
2.842,-0.24,0.94,-0.24
2.848,-0.3,0.91,-0.22
2.851,-0.36,0.87,-0.22
2.856,-0.37,0.84,-0.19
2.862,-0.34,0.81,-0.14
2.867,-0.29,0.79,-0.1
2.872,-0.22,0.76,-0.08
2.882,-0.17,0.72,-0.05
2.883,-0.14,0.68,-0.03
2.887,-0.15,0.64,-0.02
2.892,-0.2,0.61,0.02
2.897,-0.23,0.61,0.02
2.902,-0.23,0.58,0.04
2.908,-0.27,0.55,0.07
2.915,-0.27,0.52,0.1
2.917,-0.24,0.51,0.13
2.922,-0.19,0.49,0.16
2.929,-0.14,0.47,0.19
2.932,-0.11,0.45,0.2
2.937,-0.09,0.43,0.22
2.943,-0.1,0.4,0.25
2.947,-0.12,0.38,0.28
2.952,-0.13,0.35,0.29
2.959,-0.13,0.31,0.32
2.962,-0.12,0.31,0.32
2.968,-0.12,0.27,0.34
2.978,-0.1,0.23,0.37
2.979,-0.09,0.18,0.38
2.983,-0.08,0.17,0.42
2.988,-0.08,0.22,0.44
2.992,-0.07,0.17,0.45
2.998,-0.04,0.1,0.48
3.003,-0.01,0.06,0.5
3.01,0.03,0.03,0.52
3.013,0.05,0.03,0.54
3.018,0.05,-0.01,0.56
3.024,0.04,-0.07,0.59
3.028,0.02,-0.07,0.6
3.033,0.01,-0.13,0.6
3.039,0.01,-0.13,0.62
3.043,0.01,-0.12,0.66
3.048,0.02,-0.17,0.68
3.054,0.05,-0.22,0.69
3.058,0.08,-0.25,0.69
3.063,0.1,-0.24,0.72
3.068,0.12,-0.26,0.75
3.074,0.12,-0.29,0.76
3.078,0.11,-0.34,0.78
3.083,0.11,-0.38,0.8
3.093,0.1,-0.39,0.81
3.095,0.1,-0.41,0.83
3.098,0.11,-0.41,0.83
3.108,0.11,-0.46,0.85
3.109,0.12,-0.5,0.86
3.113,0.14,-0.52,0.88
3.125,0.15,-0.52,0.9
3.126,0.15,-0.54,0.91
3.129,0.16,-0.58,0.93
3.134,0.16,-0.61,0.95
3.142,0.16,-0.63,0.96
3.143,0.14,-0.65,0.98
3.148,0.14,-0.67,0.98
3.154,0.16,-0.71,1
3.159,0.16,-0.75,1.01
3.163,0.16,-0.75,1.01
3.174,0.16,-0.77,1.03
3.175,0.16,-0.78,1.04
3.179,0.16,-0.81,1.04
3.188,0.16,-0.84,1.05
3.189,0.15,-0.87,1.06
3.194,0.15,-0.88,1.07
3.201,0.15,-0.89,1.08
3.204,0.14,-0.92,1.09
3.209,0.15,-0.94,1.1
3.215,0.15,-0.96,1.11
3.221,0.15,-0.98,1.12
3.224,0.14,-1,1.12
3.229,0.13,-1,1.12
3.244,0.13,-1.03,1.13
3.245,0.13,-1.06,1.13
3.246,0.12,-1.07,1.14
3.253,0.11,-1.08,1.14
3.254,0.12,-1.11,1.15
3.26,0.12,-1.13,1.15
3.27,0.13,-1.17,1.14
3.271,0.13,-1.19,1.16
3.276,0.13,-1.21,1.16
3.28,0.13,-1.22,1.15
3.284,0.13,-1.24,1.15
3.289,0.14,-1.3,1.15
3.294,0.12,-1.3,1.16
3.303,0.05,-1.34,1.16
3.304,0.05,-1.34,1.16
3.31,-0.06,-1.29,1.16
3.319,-0.16,-1.3,1.17
3.32,-0.23,-1.37,1.15
3.325,-0.21,-1.41,1.11
3.334,-0.1,-1.35,1.1
3.335,0.06,-1.28,1.12
3.34,0.17,-1.28,1.14
3.347,0.21,-1.3,1.14
3.35,0.17,-1.35,1.12
3.355,0.05,-1.36,1.1
3.359,-0.09,-1.36,1.07
3.366,-0.18,-1.35,1.07
3.37,-0.18,-1.37,1.04
3.375,-0.21,-1.42,1.06
3.39,-0.21,-1.48,1.1
3.391,-0.16,-1.53,1.07
3.393,-0.08,-1.52,1.01
3.4,-0.01,-1.5,0.97
3.401,0.02,-1.49,0.98
3.405,-0.01,-1.46,1.01
3.416,-0.08,-1.44,0.99
3.417,-0.16,-1.42,0.97
3.425,-0.23,-1.42,0.94
3.426,-0.25,-1.4,0.89
3.433,-0.24,-1.4,0.89
3.435,-0.24,-1.42,0.87
3.441,-0.2,-1.47,0.89
3.445,-0.15,-1.5,0.89
3.451,-0.11,-1.5,0.86
3.455,-0.11,-1.53,0.81
3.464,-0.14,-1.55,0.78
3.465,-0.2,-1.54,0.75
3.471,-0.26,-1.51,0.75
3.482,-0.29,-1.49,0.77
3.483,-0.31,-1.48,0.74
3.486,-0.28,-1.47,0.69
3.494,-0.24,-1.45,0.66
3.496,-0.22,-1.45,0.66
3.501,-0.22,-1.44,0.64
3.511,-0.19,-1.44,0.61
3.512,-0.21,-1.43,0.6
3.516,-0.24,-1.43,0.59
3.521,-0.29,-1.45,0.56
3.528,-0.32,-1.45,0.51
3.531,-0.33,-1.45,0.47
3.536,-0.32,-1.45,0.45
3.547,-0.29,-1.44,0.45
3.548,-0.26,-1.4,0.43
3.551,-0.24,-1.4,0.41
3.557,-0.24,-1.41,0.38
3.561,-0.25,-1.41,0.33
3.566,-0.28,-1.4,0.33
3.577,-0.28,-1.36,0.3
3.578,-0.31,-1.36,0.28
3.582,-0.33,-1.36,0.27
3.587,-0.33,-1.34,0.25
3.591,-0.32,-1.33,0.22
3.596,-0.28,-1.32,0.19
3.601,-0.26,-1.31,0.16
3.611,-0.24,-1.3,0.12
3.612,-0.25,-1.29,0.09
3.617,-0.26,-1.28,0.08
3.625,-0.29,-1.26,0.05
3.627,-0.31,-1.26,0.01
3.632,-0.31,-1.24,0.01
3.64,-0.31,-1.23,-0.02
3.642,-0.28,-1.21,-0.04
3.647,-0.27,-1.23,-0.05
3.654,-0.26,-1.22,-0.1
3.657,-0.24,-1.11,-0.16
3.662,-0.24,-1.08,-0.18
3.667,-0.25,-1.17,-0.13
3.673,-0.24,-1.2,-0.15
3.677,-0.22,-1.1,-0.25
3.682,-0.21,-1.01,-0.31
3.695,-0.2,-1.02,-0.28
3.696,-0.18,-1.08,-0.26
3.697,-0.17,-1.08,-0.26
3.704,-0.17,-1.08,-0.3
3.707,-0.17,-1.02,-0.37
3.713,-0.17,-0.95,-0.4
3.721,-0.17,-0.92,-0.4
3.723,-0.17,-0.97,-0.42
3.728,-0.15,-0.99,-0.45
3.74,-0.14,-0.91,-0.47
3.741,-0.14,-0.8,-0.48
3.742,-0.14,-0.79,-0.51
3.748,-0.16,-0.84,-0.55
3.752,-0.16,-0.83,-0.57
3.758,-0.18,-0.76,-0.59
3.763,-0.18,-0.76,-0.59
3.77,-0.18,-0.68,-0.61
3.773,-0.17,-0.62,-0.61
3.779,-0.16,-0.62,-0.61
3.787,-0.15,-0.63,-0.63
3.788,-0.15,-0.54,-0.68
3.793,-0.14,-0.44,-0.71
3.8,-0.13,-0.43,-0.72
3.803,-0.13,-0.43,-0.73
3.808,-0.13,-0.44,-0.73
3.818,-0.14,-0.4,-0.74
3.819,-0.14,-0.35,-0.76
3.823,-0.13,-0.34,-0.81
3.835,-0.12,-0.34,-0.81
3.836,-0.12,-0.35,-0.83
3.838,-0.1,-0.35,-0.83
3.843,-0.08,-0.32,-0.83
3.849,-0.07,-0.28,-0.84
3.853,-0.07,-0.24,-0.86
3.858,-0.07,-0.23,-0.89
3.867,-0.08,-0.2,-0.92
3.868,-0.08,-0.16,-0.92
3.873,-0.07,-0.12,-0.91
3.887,-0.08,-0.07,-0.92
3.888,-0.07,-0.04,-0.91
3.889,-0.07,-0.03,-0.94
3.896,-0.07,-0.03,-0.97
3.899,-0.07,0,-0.97
3.904,-0.07,0.06,-0.99
3.909,-0.06,0.11,-0.98
3.915,-0.05,0.12,-0.97
3.919,-0.05,0.12,-0.98
3.924,-0.05,0.14,-1
3.933,-0.05,0.18,-1.02
3.934,-0.05,0.21,-1.03
3.939,-0.05,0.22,-1.03
3.944,-0.05,0.24,-1.02
3.949,-0.05,0.28,-1.02
3.954,-0.05,0.33,-1.03
3.964,-0.05,0.37,-1.05
3.965,-0.05,0.37,-1.05
3.969,-0.05,0.39,-1.05
3.974,-0.05,0.41,-1.05
3.984,-0.07,0.44,-1.04
3.985,-0.06,0.49,-1.04
3.99,-0.06,0.51,-1.05
3.995,-0.06,0.51,-1.06
4,-0.06,0.52,-1.07
4.005,-0.05,0.54,-1.07
4.012,-0.06,0.58,-1.06
4.014,-0.06,0.61,-1.05
4.02,-0.08,0.63,-1.05
4.034,-0.09,0.65,-1.05
4.035,-0.1,0.65,-1.05
4.036,-0.1,0.7,-1.06
4.044,-0.11,0.74,-1.06
4.045,-0.11,0.76,-1.05
4.05,-0.11,0.78,-1.04
4.055,-0.1,0.79,-1.03
4.062,-0.1,0.83,-1.04
4.065,-0.1,0.86,-1.04
4.07,-0.1,0.87,-1.03
4.082,-0.12,0.88,-1.01
4.083,-0.14,0.9,-1
4.085,-0.15,0.92,-0.99
4.091,-0.16,0.95,-0.99
4.095,-0.16,0.95,-0.99
4.1,-0.16,0.97,-0.98
4.107,-0.16,0.98,-0.98
4.11,-0.16,1.01,-0.97
4.115,-0.17,1.04,-0.95
4.126,-0.17,1.06,-0.94
4.127,-0.18,1.08,-0.93
4.131,-0.2,1.1,-0.92
4.137,-0.2,1.11,-0.91
4.145,-0.21,1.14,-0.89
4.146,-0.21,1.17,-0.87
4.151,-0.22,1.18,-0.86
4.16,-0.23,1.19,-0.84
4.161,-0.23,1.19,-0.84
4.166,-0.24,1.22,-0.84
4.177,-0.24,1.24,-0.82
4.178,-0.25,1.26,-0.8
4.181,-0.25,1.27,-0.79
4.187,-0.27,1.29,-0.77
4.191,-0.28,1.33,-0.74
4.196,-0.28,1.34,-0.72
4.201,-0.27,1.36,-0.71
4.207,-0.27,1.37,-0.69
4.211,-0.28,1.38,-0.68
4.217,-0.28,1.4,-0.65
4.229,-0.29,1.43,-0.62
4.23,-0.29,1.45,-0.61
4.232,-0.29,1.45,-0.61
4.238,-0.29,1.46,-0.6
4.241,-0.3,1.47,-0.6
4.246,-0.3,1.48,-0.58
4.255,-0.3,1.49,-0.55
4.256,-0.31,1.5,-0.5
4.261,-0.33,1.5,-0.48
4.274,-0.36,1.5,-0.48
4.275,-0.39,1.51,-0.46
4.277,-0.42,1.51,-0.42
4.284,-0.44,1.51,-0.39
4.287,-0.44,1.5,-0.36
4.292,-0.43,1.5,-0.32
4.296,-0.4,1.5,-0.32
4.303,-0.4,1.49,-0.3
4.306,-0.36,1.46,-0.28
4.312,-0.33,1.44,-0.26
4.322,-0.31,1.42,-0.23
4.323,-0.32,1.4,-0.21
4.327,-0.36,1.39,-0.17
4.333,-0.41,1.4,-0.14
4.337,-0.45,1.4,-0.11
4.342,-0.47,1.42,-0.08
4.352,-0.45,1.44,-0.06
4.353,-0.4,1.47,-0.03
4.357,-0.35,1.48,-0.01
4.363,-0.31,1.48,-0.01
4.371,-0.31,1.47,0.02
4.372,-0.3,1.47,0.05
4.377,-0.31,1.47,0.08
4.384,-0.34,1.46,0.1
4.387,-0.37,1.42,0.11
4.393,-0.39,1.4,0.14
4.403,-0.4,1.39,0.17
4.404,-0.4,1.37,0.21
4.408,-0.38,1.37,0.23
4.419,-0.37,1.36,0.25
4.42,-0.35,1.33,0.27
4.422,-0.33,1.32,0.3
4.427,-0.34,1.32,0.31
4.433,-0.35,1.35,0.31
4.437,-0.35,1.36,0.33
4.442,-0.35,1.34,0.35
4.449,-0.34,1.33,0.39
4.452,-0.32,1.32,0.43
4.458,-0.29,1.31,0.44
4.471,-0.25,1.3,0.45
4.472,-0.24,1.27,0.47
4.473,-0.25,1.25,0.5
4.48,-0.27,1.24,0.53
4.483,-0.28,1.24,0.54
4.488,-0.29,1.22,0.55
4.497,-0.28,1.18,0.58
4.498,-0.26,1.18,0.58
4.503,-0.26,1.16,0.61
4.509,-0.24,1.16,0.62
4.516,-0.22,1.15,0.63
4.518,-0.19,1.12,0.65
4.523,-0.18,1.09,0.67
4.528,-0.18,1.08,0.69
4.534,-0.17,1.07,0.71
4.538,-0.18,1.07,0.72
4.546,-0.17,1.03,0.74
4.548,-0.16,1,0.76
4.553,-0.14,1,0.77
4.565,-0.13,0.99,0.79
4.566,-0.1,0.99,0.79
4.568,-0.1,0.96,0.79
4.577,-0.08,0.93,0.8
4.579,-0.07,0.92,0.82
4.585,-0.06,0.9,0.83
4.59,-0.03,0.88,0.84
4.599,-0.01,0.88,0.85
4.601,-0.01,0.85,0.86
4.604,-0.01,0.83,0.87
4.619,-0.03,0.82,0.89
4.62,-0.08,0.81,0.91
4.621,-0.14,0.77,0.92
4.628,-0.17,0.69,0.91
4.63,-0.17,0.69,0.91
4.634,-0.17,0.67,0.9
4.649,-0.16,0.74,0.91
4.65,-0.11,0.75,0.94
4.651,-0.06,0.63,0.95
4.668,0.02,0.52,0.94
4.669,0.09,0.51,0.94
4.67,0.11,0.55,0.94
4.671,0.09,0.52,0.94
4.677,0.03,0.43,0.96
4.679,-0.03,0.36,0.97
4.685,-0.08,0.37,0.97
4.691,-0.1,0.42,0.97
4.694,-0.08,0.42,0.98
4.699,-0.03,0.41,0.98
4.711,-0.03,0.33,0.97
4.712,0.03,0.28,0.97
4.714,0.09,0.29,0.96
4.721,0.12,0.33,0.96
4.724,0.13,0.29,0.97
4.73,0.11,0.21,0.97
4.741,0.06,0.15,0.97
4.742,0.01,0.15,0.97
4.745,-0.04,0.14,0.96
4.75,-0.05,0.09,0.95
4.757,-0.02,0.02,0.95
4.76,0.01,0.02,0.95
4.765,0.06,-0.02,0.95
4.775,0.06,-0.01,0.95
4.776,0.1,0,0.94
4.78,0.1,-0.02,0.93
4.787,0.09,-0.08,0.92
4.79,0.05,-0.1,0.92
4.795,0,-0.1,0.92
4.805,-0.03,-0.12,0.91
4.806,-0.04,-0.18,0.9
4.81,-0.02,-0.24,0.9
4.815,0.02,-0.27,0.89
4.824,0.06,-0.28,0.88
4.825,0.08,-0.29,0.88
4.83,0.07,-0.29,0.88
4.837,0.07,-0.34,0.86
4.84,0.04,-0.37,0.86
4.845,-0.01,-0.37,0.85
4.854,-0.05,-0.37,0.83
4.855,-0.06,-0.4,0.81
4.86,-0.06,-0.44,0.8
4.872,-0.05,-0.47,0.8
4.873,-0.02,-0.5,0.79
4.875,0.01,-0.52,0.77
4.884,0,-0.56,0.76
4.886,-0.02,-0.6,0.74
4.891,-0.05,-0.63,0.73
4.896,-0.08,-0.63,0.73
4.904,-0.08,-0.64,0.72
4.905,-0.1,-0.65,0.7
4.911,-0.11,-0.67,0.69
4.921,-0.1,-0.7,0.67
4.922,-0.07,-0.72,0.65
4.926,-0.06,-0.74,0.62
4.934,-0.06,-0.75,0.61
4.937,-0.06,-0.78,0.59
4.941,-0.1,-0.82,0.58
4.951,-0.13,-0.85,0.57
4.952,-0.15,-0.87,0.55
4.956,-0.17,-0.9,0.52
4.969,-0.17,-0.9,0.5
4.971,-0.16,-0.92,0.5
4.972,-0.16,-0.94,0.49
4.976,-0.16,-0.96,0.48
4.981,-0.16,-0.98,0.45
4.987,-0.16,-0.99,0.43
4.991,-0.17,-1,0.4
5,-0.19,-1.02,0.38
5.001,-0.19,-1.04,0.36
5.006,-0.2,-1.06,0.35
5.027,-0.2,-1.08,0.32
5.028,-0.21,-1.1,0.29
5.029,-0.2,-1.11,0.28
5.03,-0.2,-1.11,0.25
5.032,-0.22,-1.14,0.25
5.037,-0.22,-1.16,0.23
5.047,-0.23,-1.17,0.21
5.048,-0.24,-1.18,0.18
5.052,-0.26,-1.2,0.16
5.057,-0.27,-1.22,0.13
5.064,-0.28,-1.24,0.1
5.067,-0.27,-1.26,0.08
5.072,-0.27,-1.28,0.05
5.087,-0.26,-1.28,0.02
5.088,-0.26,-1.31,0.01
5.089,-0.26,-1.33,-0.01
5.096,-0.27,-1.35,-0.04
5.097,-0.28,-1.35,-0.04
5.102,-0.28,-1.4,-0.07
5.116,-0.25,-1.46,-0.11
5.117,-0.24,-1.39,-0.14
5.118,-0.24,-1.29,-0.14
5.122,-0.26,-1.27,-0.13
5.127,-0.29,-1.29,-0.19
5.132,-0.32,-1.29,-0.27
5.138,-0.33,-1.29,-0.28
5.145,-0.33,-1.27,-0.27
5.147,-0.32,-1.32,-0.3
5.152,-0.32,-1.38,-0.33
5.165,-0.31,-1.43,-0.36
5.166,-0.3,-1.43,-0.36
5.167,-0.3,-1.43,-0.39
5.174,-0.29,-1.42,-0.41
5.178,-0.27,-1.46,-0.44
5.183,-0.25,-1.47,-0.46
5.192,-0.25,-1.42,-0.49
5.194,-0.26,-1.38,-0.48
5.197,-0.28,-1.36,-0.51
5.203,-0.28,-1.36,-0.57
5.216,-0.29,-1.35,-0.59
5.217,-0.3,-1.33,-0.59
5.218,-0.3,-1.32,-0.6
5.225,-0.28,-1.35,-0.62
5.228,-0.27,-1.35,-0.67
5.233,-0.25,-1.39,-0.67
5.242,-0.25,-1.42,-0.68
5.243,-0.22,-1.4,-0.69
5.248,-0.21,-1.4,-0.71
5.268,-0.22,-1.42,-0.73
5.27,-0.22,-1.4,-0.75
5.27,-0.23,-1.35,-0.78
5.271,-0.24,-1.33,-0.79
5.273,-0.23,-1.34,-0.8
5.278,-0.21,-1.33,-0.82
5.283,-0.21,-1.32,-0.84
5.289,-0.2,-1.29,-0.86
5.294,-0.19,-1.27,-0.87
5.298,-0.18,-1.27,-0.87
5.305,-0.18,-1.28,-0.89
5.313,-0.18,-1.28,-0.91
5.314,-0.18,-1.29,-0.91
5.33,-0.18,-1.27,-0.92
5.331,-0.17,-1.26,-0.94
5.332,-0.16,-1.26,-0.95
5.339,-0.14,-1.24,-0.96
5.341,-0.14,-1.21,-0.98
5.344,-0.12,-1.2,-0.99
5.349,-0.11,-1.19,-1
5.366,-0.1,-1.19,-1.01
5.367,-0.11,-1.18,-1.01
5.368,-0.1,-1.18,-1.01
5.369,-0.1,-1.15,-1
5.374,-0.09,-1.14,-1.01
5.379,-0.07,-1.14,-1.03
5.386,-0.06,-1.14,-1.04
5.39,-0.05,-1.11,-1.05
5.394,-0.05,-1.1,-1.05
5.403,-0.06,-1.07,-1.05
5.405,-0.06,-1.06,-1.04
5.409,-0.06,-1.05,-1.04
5.427,-0.04,-1.03,-1.05
5.428,-0.04,-1.01,-1.06
5.429,-0.04,-1.02,-1.07
5.436,-0.04,-1.02,-1.07
5.437,-0.04,-1.01,-1.08
5.44,-0.03,-0.96,-1.07
5.444,-0.02,-0.92,-1.05
5.458,0.02,-0.96,-1.03
5.459,0.06,-0.98,-1.03
5.46,0.08,-0.93,-1.06
5.468,0.08,-0.87,-1.07
5.47,0.07,-0.87,-1.06
5.475,0.06,-0.88,-1.05
5.484,0.06,-0.86,-1.04
5.485,0.05,-0.83,-1.06
5.49,0.02,-0.79,-1.06
5.506,0,-0.79,-1.05
5.507,-0.01,-0.77,-1.05
5.508,-0.01,-0.78,-1.04
5.51,0,-0.76,-1.02
5.515,-0.01,-0.66,-1
5.52,-0.05,-0.55,-0.99
5.525,-0.1,-0.56,-0.99
5.534,-0.13,-0.58,-0.99
5.535,-0.14,-0.52,-1
5.541,-0.11,-0.42,-0.98
5.554,-0.04,-0.32,-0.94
5.555,0.08,-0.33,-0.93
5.555,0.19,-0.4,-0.92
5.563,0.26,-0.4,-0.93
5.566,0.27,-0.4,-0.93
5.571,0.27,-0.33,-0.92
5.576,0.22,-0.2,-0.9
5.582,0.1,-0.17,-0.88
5.586,-0.05,-0.28,-0.86
5.593,-0.15,-0.35,-0.86
5.604,-0.18,-0.27,-0.85
5.605,-0.14,-0.17,-0.83
5.606,-0.04,-0.16,-0.82
5.613,0.06,-0.22,-0.81
5.615,0.11,-0.23,-0.79
5.621,0.12,-0.15,-0.76
5.63,0.05,-0.05,-0.75
5.632,-0.04,-0.05,-0.75
5.636,-0.04,-0.03,-0.74
5.653,-0.12,-0.04,-0.73
5.654,-0.17,-0.02,-0.71
5.654,-0.18,0.02,-0.69
5.657,-0.14,0.07,-0.67
5.661,-0.08,0.1,-0.64
5.666,0,0.12,-0.64
5.671,0.07,0.13,-0.63
5.678,0.07,0.15,-0.6
5.681,0.04,0.2,-0.57
5.686,-0.03,0.24,-0.56
5.704,-0.1,0.26,-0.53
5.705,-0.14,0.26,-0.53
5.706,-0.14,0.27,-0.52
5.707,-0.16,0.31,-0.5
5.713,-0.14,0.35,-0.48
5.717,-0.11,0.37,-0.45
5.726,-0.05,0.37,-0.43
5.728,-0.02,0.37,-0.42
5.731,-0.04,0.39,-0.4
5.737,-0.08,0.44,-0.37
5.746,-0.14,0.48,-0.34
5.747,-0.2,0.49,-0.32
5.752,-0.22,0.49,-0.31
5.757,-0.21,0.52,-0.28
5.762,-0.18,0.52,-0.26
5.767,-0.14,0.58,-0.26
5.776,-0.14,0.6,-0.24
5.777,-0.11,0.6,-0.22
5.782,-0.11,0.62,-0.19
5.804,-0.13,0.65,-0.16
5.805,-0.18,0.7,-0.13
5.806,-0.23,0.72,-0.1
5.808,-0.26,0.72,-0.08
5.809,-0.25,0.73,-0.06
5.812,-0.22,0.75,-0.03
5.818,-0.2,0.78,0
5.822,-0.18,0.8,0.02
5.828,-0.18,0.8,0.05
5.832,-0.21,0.8,0.05
5.841,-0.21,0.83,0.07
5.843,-0.25,0.86,0.09
5.848,-0.27,0.88,0.12
5.876,-0.28,0.9,0.14
5.877,-0.27,0.91,0.17
5.878,-0.26,0.93,0.19
5.879,-0.24,0.96,0.21
5.88,-0.23,0.98,0.24
5.882,-0.24,0.99,0.26
5.884,-0.26,1,0.29
5.892,-0.27,1.02,0.31
5.897,-0.3,1.04,0.34
5.899,-0.31,1.04,0.34
5.922,-0.31,1.06,0.37
5.924,-0.3,1.07,0.39
5.924,-0.28,1.08,0.41
5.925,-0.26,1.1,0.43
5.926,-0.25,1.13,0.45
5.928,-0.24,1.14,0.49
5.937,-0.23,1.16,0.51
5.939,-0.23,1.18,0.53
5.943,-0.25,1.2,0.55
5.961,-0.25,1.22,0.58
5.962,-0.25,1.23,0.6
5.964,-0.25,1.24,0.62
5.965,-0.24,1.24,0.62
5.968,-0.24,1.26,0.64
5.974,-0.23,1.28,0.67
5.978,-0.23,1.3,0.68
5.983,-0.22,1.32,0.7
5.988,-0.21,1.33,0.71
5.994,-0.21,1.34,0.71
6.001,-0.2,1.36,0.72
6.003,-0.2,1.36,0.75
6.008,-0.2,1.36,0.78
6.027,-0.21,1.37,0.82
6.029,-0.23,1.37,0.83
6.03,-0.25,1.37,0.83
6.032,-0.26,1.37,0.84
6.034,-0.26,1.38,0.84
6.039,-0.28,1.38,0.87
6.045,-0.29,1.36,0.89
6.054,-0.26,1.36,0.92
6.055,-0.21,1.35,0.94
6.059,-0.16,1.32,0.95
6.074,-0.12,1.28,0.95
6.076,-0.09,1.25,0.95
6.076,-0.09,1.24,0.96
6.084,-0.12,1.24,0.98
6.085,-0.17,1.23,1.01
6.089,-0.21,1.25,1.03
6.107,-0.22,1.25,1.03
6.108,-0.2,1.28,1.03
6.109,-0.2,1.29,1.03
6.11,-0.15,1.31,1.03
6.117,-0.08,1.32,1.05
